manufacturer,model,year,mileage,selling_condition,grade,fuel,transmission,color,price
Peugeot,407,2004,0,Nigerian used,D,Petrol,Automatic,,1505000
Mercedes-Benz,Gl450,2007,88556,Nigerian used,C,Petrol,Automatic,,3395000
Acura,Tl,2012,105955,Nigerian used,D,Petrol,Automatic,Silver,2045000
Hyundai,Elantra,2007,149990,Nigerian used,E,Petrol,Automatic,Wine,1160000
Toyota,Avalon,2006,179437,Foreign used,C,Petrol,Automatic,Black (BLACK),2712500
Toyota,Fj Cruiser,2007,86895,Nigerian used,B,Petrol,Automatic,Black,5760000
Ford,Transit,1997,94598,Nigerian used,C,Petrol,Automatic,,4035000
Honda,Accord,2003,206994,Nigerian used,E,Petrol,Automatic,Gold,835000
Mercedes-Benz,Ml350,2014,31955,Foreign used,C,Petrol,Automatic,White (WHITE),13520000
Peugeot,406,2002,0,Nigerian used,D,Petrol,Manual,grey,700000
Lexus,Rx 300,1999,95975,Nigerian used,E,Petrol,Automatic,GOLD,1010500
Dodge,Durango,2019,91,New,A,Petrol,Automatic,White,28500000
Innoson,IVMG5,2014,3005,Nigerian used,C,Petrol,Automatic,Black,3460000
Hyundai,Ix35,2013,29615,Nigerian used,C,Petrol,Automatic,BLACK,2655000
Honda,Odyssey,2003,225448,Nigerian used,C,Petrol,Automatic,Grey,638750
Honda,Accord,2008,70797,Nigerian used,E,Petrol,Automatic,Black,1370000
Toyota,Sienna,2000,118464,Nigerian used,C,Petrol,Automatic,,1145000
Nissan,Maxima,2008,225507,Nigerian used,D,Petrol,Automatic,ASH,1045000
Mitsubishi,Montero,2003,118671,Nigerian used,E,Petrol,Automatic,BLACK,930000
Toyota,Land Cruiser Prado,2006,248496,Nigerian used,D,Petrol,Automatic,Black,4182500
Nissan,Primera,1998,96073,Nigerian used,E,Petrol,Manual,RED,297500
Honda,Accord Crosstour,2012,65188,Nigerian used,D,Petrol,Automatic,Black,3028750
BMW,3 Series,2006,315718,Nigerian used,D,Petrol,Automatic,BLACK,1932500
Volkswagen,Touareg,2004,127711,Nigerian used,D,Petrol,Automatic,Grey,1160000
Hyundai,Genesis,2010,198316,Nigerian used,C,Petrol,Automatic,Black (BLACK),2945000
Toyota,Sienna,2011,87447,Foreign used,C,Petrol,Automatic,GRAY,4380000
Land Rover,Lr3,2007,171374,Foreign used,C,Petrol,Automatic,,2270000
Mercedes-Benz,Clk200,2001,230927,Foreign used,C,Petrol,Automatic,Silver,1870000
Peugeot,307,2002,194101,Nigerian used,D,Petrol,Manual,Black,757500
Mitsubishi,Outlander,2014,125690,Foreign used,C,Petrol,Automatic,White,4970000
Acura,Mdx,2007,163438,Nigerian used,D,Petrol,Automatic,White (White),2310000
Toyota,Rav4,2000,138134,Foreign used,C,Petrol,Automatic,silver,1850000
Toyota,Land Cruiser Prado,2007,237304,Nigerian used,D,Petrol,Automatic,Black,2885000
Mercedes-Benz,C350,2009,64624,Nigerian used,C,Petrol,Automatic,Black (Black),2607500
Honda,Pilot,2003,229225,Nigerian used,C,Petrol,Automatic,SILVER,1390000
Toyota,HiAce,2008,163387,Nigerian used,C,Petrol,Manual,White,6335000
Lexus,Rx 300,1998,99801,Nigerian used,E,Petrol,Automatic,Black,920000
Infiniti,Qx56,2004,86096,Nigerian used,C,Petrol,Automatic,Gold (GOLD),3460000
Nissan,Quest,2000,238221,Nigerian used,D,Petrol,Automatic,BLUE,413750
Toyota,Corolla,1999,188441,Nigerian used,D,Petrol,Automatic,WHITE,734500
Hyundai,Genesis,2013,15279,Nigerian used,,Petrol,Automatic,,2310000
Hyundai,Ix35,2012,10854,Nigerian used,C,Petrol,Automatic,,3805000
Nissan,Pathfinder,2005,104679,Nigerian used,C,Petrol,Automatic,,1390000
Toyota,Sienna,2006,344734,Nigerian used,C,Petrol,Automatic,Black,1897500
Mazda,Mpv,2002,100715,Nigerian used,D,Petrol,Automatic,GOLD,665500
Infiniti,Qx,2001,807036,Nigerian used,E,Petrol,Automatic,Brown (BROWN),470000
Kia,Cerato,2011,103721,Nigerian used,C,Petrol,Manual,Grey (Grey),920000
Toyota,Sienna,2004,230162,Nigerian used,C,Petrol,Automatic,RED,1595000
Acura,Tl,1999,151899,Foreign used,D,Petrol,Automatic,SILVER,1160000
Toyota,Avalon,2008,112581,Foreign used,D,Petrol,Automatic,WHITE,2425000
Mercedes-Benz,Ml350,2008,181647,Foreign used,C,Petrol,Automatic,Black,5185000
Porsche,Cayenne,2004,149559,Nigerian used,D,Petrol,Automatic,GREY,2310000
Peugeot,406,2000,245251,Nigerian used,D,Petrol,Manual,,723000
Toyota,Rav4,2017,22121,Nigerian used,D,Petrol,Automatic,SILVER,9210000
Saturn,VUE,2007,182973,Nigerian used,C,Petrol,Automatic,GREY,2310000
Cadillac,Srx,2011,46337,Nigerian used,B,Petrol,Automatic,Blue (BLUE),6657500
Toyota,Corolla,2010,161829,Nigerian used,D,Petrol,Automatic,Grey,1763750
Toyota,4Runner,2004,183999,Foreign used,E,Petrol,Automatic,SILVER,3230000
Land Rover,Range Rover HSE,2010,0,Nigerian used, ,Petrol,Automatic,BLACK,4295000
Mini,Cooper,2005,132647,Nigerian used,C,Petrol,Manual,CREAM,1370000
Volkswagen,CC,2012,106058,Nigerian used,D,Petrol,Automatic,BLACK,3460000
Toyota,Camry,2012,0,,,,,,5082500
Mercedes-Benz,E200,1990,414937,Nigerian used,C,Petrol,Manual,SILVER,470000
BMW,7 Series,2009,120967,Nigerian used,C,Petrol,Automatic,BLACK,4610000
Kia,Sportage,2015,26608,Nigerian used,C,Petrol,Automatic,,5082500
Mazda,323,1994,273552,Nigerian used,C,Petrol,Automatic,BLUE,642500
Mercedes-Benz,G500,2007,112334,Nigerian used,C,Petrol,Automatic,Black,11510000
Toyota,Corolla,2010,119642,Foreign used,C,Petrol,Automatic,SILVER,3115000
Toyota,Corolla,2003,152647,Nigerian used,D,Petrol,Automatic,BLACK,1257500
BMW,318i,2003,166797,Nigerian used,E,Petrol,Automatic,White,920000
Hyundai,Sonata,2013,127687,Foreign used,C,Petrol,Automatic,BLACK,4380000
Peugeot,307,2008,724502,Nigerian used,D,Petrol,Manual,,700000
Lexus,Es 350,2006,128773,Nigerian used,D,Petrol,Automatic,BLUE,2540000
Mercedes-Benz,C300,2016,82377,Foreign used,B,Petrol,Automatic,Grey (Grey),14960000
Lexus,Rx 350,2007,161898,Foreign used,C,Petrol,Automatic,,3920000
Toyota,Hilux,2013,198370,Nigerian used,D,Petrol,Manual,,6910000
Toyota,Corolla,2010,75216,Foreign used,C,Petrol,Automatic,Black,3200000
Mercedes-Benz,C250,2013,153364,Foreign used,D,Petrol,Automatic,Red,4520000
Acura,Tl,2007,102734,Nigerian used,C,Petrol,Automatic,BLACK,1707500
Honda,Accord,2005,250484,Nigerian used,D,Petrol,Automatic,Black (BLACK),930000
Lexus,Es 300,1999,283624,Nigerian used,D,Petrol,Automatic,White (WHITE ),987500
Mitsubishi,Lancer,2011,75012,Nigerian used,D,Petrol,Automatic,BLACK,1045000
Honda,Pilot,2004,107395,Nigerian used,E,Petrol,Automatic,GOLD,1562500
Nissan,Serena,1996,230300,Nigerian used,E,Diesel,Manual,WHITE,1370000
Toyota,Camry,2012,65251,Nigerian used,C,Petrol,Automatic,BLACK,2720000
Toyota,Camry,1994,255331,Nigerian used,D,Petrol,Automatic,Green,526250
Toyota,Hilux,2014,152570,Nigerian used, ,Petrol,Manual,White (White),11510000
Volkswagen,Passat,2002,213054,Nigerian used,D,Petrol,Manual,Grey,526250
Lexus,Rx,2006,109225,Nigerian used,C,Hybrid,Automatic,,2382500
Kia,Sedona,2006,153760,Nigerian used,D,Petrol,Automatic,RED,751250
Ford,Edge,2011,45235,Foreign used,E,Petrol,Automatic,White,4520000
Ford,F-150,2005,205166,Foreign used,C,Petrol,Automatic,,3957500
Toyota,Corolla,2010,69553,Foreign used,C,Petrol,Automatic,GREY,3345000
Toyota,Avalon,2006,245804,Nigerian used,D,Petrol,Automatic,Silver,1482500
Hyundai,Elantra,2014,131713,Nigerian used,D,Petrol,Automatic,Black,2540000
Nissan,Versa,2011,81674,Foreign used,D,Petrol,Automatic,Brown (COFFEE BROWN),2270000
Infiniti,G,2006,160154,Foreign used,C,Petrol,Automatic,SILVER,1370000
Audi,A7,2013,30866,Nigerian used,B,Petrol,Automatic,BLACK,8635000
Dodge,Durango,2019,128,New,A,Petrol,Automatic,White,29000000
Lexus,Rx 350,2015,26409,Nigerian used,D,Petrol,Automatic,,6910000
Toyota,Corolla,2003,283385,Nigerian used,C,Petrol,Automatic,BLUE,1447500
Skoda,Octavia,2014,64440,Nigerian used,D,Petrol,Automatic,Black,1697500
Hyundai,Accent,2013,69460,Nigerian used,D,Petrol,Manual,Black,1651250
Land Rover,Range Rover HSE,2008,173979,Nigerian used,D,Petrol,Automatic,,2655000
Toyota,Avalon,2002,150733,Nigerian used,,Petrol,Automatic,Black,863750
Nissan,Pathfinder,2008,81730,Nigerian used,D,Petrol,Automatic,RED,1735000
Toyota,Corolla,2011,264333,Nigerian used,C,Petrol,Automatic,GREY,2310000
Honda,Cr-V,1998,117341,Nigerian used,D,Petrol,Automatic,BLACK,585000
Toyota,Land Cruiser Prado,2011,33327,Nigerian used,B,Petrol,Automatic,WHITE,20710000
MG,350s,2014,73557,Nigerian used,D,Petrol,Automatic,black,1820000
Toyota,Camry,2007,123796,Foreign used,C,Petrol,Automatic,Silver,2425000
Citroen,C4,2005,234477,Nigerian used,C,Petrol,Manual,White,1257500
Honda,Odyssey,2005,188875,Nigerian used,C,Petrol,Automatic,Gold,1735000
Lexus,Es 350,2007,173290,Nigerian used,D,Petrol,Automatic,Black,2760000
Kia,Cerato,2011,179047,Nigerian used,E,Petrol,Automatic,Brown,1160000
Volkswagen,Tiguan,2010,127546,Foreign used,D,Petrol,Automatic,White,3690000
Honda,Accord,2010,76596,Nigerian used,D,Petrol,Automatic,Black,1492500
Honda,Odyssey,2012,137500,Foreign used,C,Petrol,Automatic,Grey,2663750
Nissan,Altima,2002,0,Nigerian used,D,Petrol,Automatic,RED,582500
Toyota,Camry,2014,29009,Nigerian used,B,Petrol,Automatic,BLACK,8635000
Mercedes-Benz,Gl450,2008,66491,Nigerian used,C,Petrol,Automatic,White,4610000
Mazda,626,1998,188060,Nigerian used,C,Petrol,Manual,,585000
Toyota,Hilux,2014,176774,Nigerian used,E,Petrol,Manual,WHITE,5760000
Mercedes-Benz,C280,2006,201654,Nigerian used,C,Petrol,Automatic,Silver,1275000
Toyota,Camry,2006,161088,Nigerian used,D,Petrol,Automatic,BLUE,1735000
Nissan,Almera,2013,67887,Nigerian used,B,Petrol,Automatic,BLACK,2310000
Volkswagen,Golf,1999,279649,Foreign used,C,Petrol,Manual,SILVER,1275000
Cadillac,Escalade,2011,21308,Nigerian used,C,Petrol,Automatic,White (WHITE),4520000
Toyota,Land Cruiser Prado,2010,48502,Nigerian used,E,Petrol,Automatic,GREY,9210000
Mercedes-Benz,Slk350,2005,80497,Nigerian used,C,Petrol,Automatic,Silver,3001250
Mitsubishi,Pajero,2012,124776,Nigerian used,D,Petrol,Automatic,GREY,3957500
Lexus,Es,2006,197521,Nigerian used,D,Petrol,Automatic,Black,2310000
Chevrolet,N300,2019,95,New,A,Petrol,Manual,White,6200000
Mercedes-Benz,E320,2003,160270,Nigerian used,D,Petrol,Automatic,,1965000
BMW,X5,2002,1,Foreign used,D,Petrol,Automatic,,2252500
Toyota,Camry,2015,33746,Nigerian used,C,Petrol,Automatic,Silver (SILVER),5185000
Kia,Rio,2013,84380,Nigerian used,,Petrol,Manual,BLACK,1390000
Nissan,Pathfinder,2005,181558,Nigerian used,E,Petrol,Automatic,Silver,1595000
Toyota,Venza,2012,153121,Foreign used,D,Petrol,Automatic,SILVER,4610000
Toyota,Camry,2011,109240,Foreign used,D,Petrol,Automatic,Silver,3460000
Jeep,Grand Cherokee,2006,186785,Foreign used,E,Petrol,Automatic,SILVER,2885000
Peugeot,307,2008,48000,Nigerian used,D,Petrol,Manual,BLACK,585000
Nissan,Xterra,2000,172109,Nigerian used,D,Petrol,Automatic,GREEN,628750
Honda,Pilot,2012,136336,Nigerian used,C,Petrol,Automatic,SILVER,4610000
Peugeot,508,2012,54153,Nigerian used,C,Petrol,Automatic,Black,4610000
Hyundai,H1,2000,264000,Nigerian used,,Petrol,Manual,,1275000
Honda,Cr-V,2009,285743,Nigerian used,D,Petrol,Automatic,Black (BLACK),1707500
Toyota,Avensis,1999,152613,Nigerian used,D,Petrol,Automatic,SILVER,807500
Honda,Odyssey,2005,111297,Nigerian used,C,Petrol,Automatic,Green,920000
Acura,Tl,2004,213284,Nigerian used,D,Petrol,Manual,RED,642500
Toyota,Corolla,2009,149944,Nigerian used,D,Petrol,Automatic,Black,1370000
Toyota,Highlander,2008,131608,Nigerian used,C,Petrol,Automatic,,4322500
Jeep,Grand Cherokee,2007,133422,Foreign used,C,Petrol,Automatic,SILVER,1786250
Toyota,Sienna,2000,2034555,Nigerian used,D,Petrol,Automatic,Black,930000
Mercedes-Benz,E350,2006,208154,Foreign used,C,Petrol,Automatic,BLACK,2270000
Toyota,Camry,2008,144129,Foreign used,E,Petrol,Automatic,BLACK,3000000
Mercedes-Benz,Ml350,2007,40973,Nigerian used,C,Petrol,Automatic,Grey,3460000
Honda,Hr-V,2000,168934,Nigerian used,D,Petrol,Automatic,,1045000
Ford,Taurus,2011,80124,Nigerian used,D,Petrol,Automatic,WHITE,1707500
Volkswagen,Passat,2012,41543,Foreign used,C,Petrol,Automatic,Black,3230000
Volvo,S40,1997,252464,Nigerian used,C,Petrol,Automatic,White,470000
Honda,Accord,2009,164756,Nigerian used,D,Petrol,Automatic,BLACK,1390000
Lexus,Rx 330,2004,126591,Nigerian used,D,Petrol,Automatic,SILVER,2770000
Toyota,Solara,2001,286150,Nigerian used, ,Petrol,Automatic,Gold,642500
Mercedes-Benz,E350,2007,135356,Nigerian used,C,Petrol,Automatic,WHITE,1965000
Honda,Pilot,2006,332227,Nigerian used,C,Petrol,Automatic,BLACK,1608500
Lincoln,Mkz,2007,217500,Foreign used,C,Petrol,Automatic,Grey,1707500
Mercedes-Benz,E320,2002,280387,Nigerian used,C,Petrol,Automatic,METALIC BLACK,1562500
Toyota,Venza,2010,137337,Foreign used,D,Petrol,Automatic,RED,4610000
Peugeot,508,2017,21977,Nigerian used,B,Petrol,Automatic,Silver (Silver),9020000
Toyota,Avalon,2015,87624,Nigerian used,B,Petrol,Automatic,WHITE,7485000
Nissan,Teana,2013,34467,Nigerian used,B,Petrol,Automatic,VIOLET,4035000
Skoda,Fabia,2010,118933,Nigerian used,C,Petrol,Manual,SILVER,642500
Land Rover,Lr3,2006,69761,Nigerian used,C,Petrol,Automatic,Red,1735000
Toyota,Land Cruiser Prado,2012,44262,Nigerian used,,Petrol,Automatic,BLACK,14960000
Toyota,Prius,2004,93007,Foreign used,C,Hybrid,Automatic,BLUE,2310000
Mercedes-Benz,C300,2011,188367,Foreign used,C,Petrol,Automatic,BLACK,4150000
Mercedes-Benz,Ml550,2006,74197,Nigerian used,C,Petrol,Automatic,Black (BLACK ),2310000
Honda,Accord,2000,267382,Nigerian used,D,Petrol,Automatic,Grey,582500
Mercedes-Benz,C300,2008,198103,Foreign used,,Petrol,Automatic,BLACK,3172500
BMW,3 Series,2004,188576,Nigerian used,C,Petrol,Automatic,Black,6910000
Honda,Accord,2008,99999,Nigerian used,D,Petrol,Automatic,GREY,1145000
Mercedes-Benz,Gl550,2008,181959,Nigerian used,C,Petrol,Automatic,BLACK,4610000
Kia,Rio,2014,140442,Nigerian used,D,Petrol,Manual,GREY,930000
Mercedes-Benz,Cls500,2006,0,Nigerian used,D,Petrol,Automatic,BLACK,1707500
Skoda,Fabia,2007,11378,Nigerian used,E,Petrol,Manual,BLUE,527500
Toyota,Camry,2007,74248,Foreign used,E,Petrol,Automatic,SILVER,2885000
Ford,Edge,2014,91379,Nigerian used,C,Petrol,Automatic,BLACK,3620000
Land Rover,Range Rover Sport,2006,122687,Nigerian used,C,Petrol,Automatic,,3690000
Mercedes-Benz,Gl450,2012,93469,Nigerian used,C,Petrol,Automatic,GREY,6910000
Honda,Accord,2018,92289,Nigerian used,B,Petrol,Automatic,BLACK,10935000
Nissan,Maxima,2004,177329,Nigerian used,D,Petrol,Automatic,Blue,470000
Mercedes-Benz,E350,2005,207493,Foreign used,C,Petrol,Automatic,Blue,1965000
Volkswagen,Tiguan,2010,189391,Nigerian used,D,Petrol,Automatic,Blue,1735000
Ford,Windstar,2001,110495,Nigerian used,E,Petrol,Automatic,Grey,432625
Toyota,4Runner,2003,249924,Foreign used,E,Petrol,Automatic,SILVER,2770000
Toyota,Venza,2009,91195,Nigerian used,,Petrol,Automatic,,4265000
Nissan,Armada,2006,60636,Nigerian used,D,Petrol,Automatic,GREEN,1045000
Toyota,Camry,2007,86506,Foreign used,E,Hybrid,Automatic,GREY,2607500
Mazda,323,2001,999999,Nigerian used,E,Petrol,Manual,Green (Green),332000
Honda,Odyssey,2010,195930,Foreign used,C,Petrol,Automatic,GREY,2945000
Toyota,Sienna,2010,85436,Foreign used,C,Petrol,Automatic,GRAY,3230000
Toyota,Camry,1997,312705,Nigerian used,D,Petrol,Automatic,SLIVER,638750
Land Rover,Range Rover Sport,2007,141054,Nigerian used,C,Petrol,Automatic,BLACK,2540000
Toyota,Rav4,2007,93000,Nigerian used,C,Petrol,Automatic,Black,2045000
Mazda,Mpv,2003,160320,Nigerian used,E,Petrol,Automatic,WHITE,723000
Nissan,Pathfinder,2005,237033,Nigerian used,C,Petrol,Automatic,BLUE,1145000
Land Rover,Range Rover Evoque,2012,109523,Nigerian used,C,Petrol,Automatic,BLACK,8060000
Toyota,Highlander,2015,56126,Nigerian used,C,Petrol,Automatic,WINE,8635000
Toyota,Rav4,2015,25365,Foreign used,C,Petrol,Automatic,BLACK,7895000
Honda,Civic,2009,74365,Nigerian used,C,Petrol,Automatic,SILVER,1707500
Toyota,Camry,2002,133441,Nigerian used,,Petrol,Automatic,Silver,1088750
Toyota,Highlander,2008,179971,Nigerian used,D,Petrol,Automatic,Black (BLACK),3920000
Toyota,Land Cruiser Prado,2015,126127,Nigerian used,C,Petrol,Automatic,BLACK,14960000
Toyota,Camry,2012,72230,Foreign used,C,Petrol,Automatic,Silver,4070000
Toyota,Tundra,2008,46672,Nigerian used,C,Petrol,Automatic,,5185000
Nissan,Xterra,2002,83840,Nigerian used,D,Petrol,Automatic,green,582500
Volkswagen,Golf,2007,92540,Nigerian used,C,Petrol,Automatic,Black,1482500
Toyota,Sienna,2000,306592,Nigerian used,D,Petrol,Automatic,,815000
Chevrolet,Cruze,2018,103,New,A,Petrol,Automatic,Black (BLACK),11500000
Toyota,Sienna,2002,72269,Nigerian used,D,Petrol,Automatic,,757500
Rover,75,2005,206582,Nigerian used, ,Petrol,Automatic,GREEN,585000
Toyota,Corolla,2004,145729,Foreign used,C,Petrol,Automatic,SILVER,2195000
Opel,Zafira,2001,309235,Foreign used,C,Petrol,Automatic,SILVER,1620000
Toyota,Sienna,2015,47551,Foreign used,B,Petrol,Automatic,SILVER,8635000
Mercedes-Benz,Gl450,2012,58531,Nigerian used,C,Petrol,Automatic,BLACK,9785000
Chevrolet,Malibu,2008,100913,Foreign used,C,Petrol,Automatic,Grey,2382500
Land Rover,Range Rover Vogue,2006,63296,Nigerian used,D,Petrol,Automatic,BLACK,6910000
Kia,Opirus,2004,209541,Nigerian used,C,Petrol,Automatic,Silver,1145000
Infiniti,Qx,2002,181546,Nigerian used,D,Petrol,Automatic,Black,470000
Hyundai,Accent,2012,122968,Nigerian used,C,Petrol,Automatic,BLACK,1447500
Hyundai,Santa Fe,2012,72356,Nigerian used,C,Petrol,Automatic,GREY,3395000
Mercedes-Benz,E320,2005,167054,Nigerian used,E,Petrol,Automatic,Grey,1932500
Toyota,HiAce,2009,153398,Nigerian used,C,Petrol,Manual,,6335000
Land Rover,Range Rover Sport,2011,51658,Nigerian used,C,Petrol,Automatic,BLACK,4035000
Toyota,Corolla,2005,280458,Nigerian used,C,Petrol,Automatic,Grey,1850000
Honda,Accord Crosstour,2010,179806,Nigerian used,C,Petrol,Automatic,,2741250
Mercedes-Benz,S600,2002,210000,Nigerian used,E,Petrol,Automatic,BLACK,1390000
Pontiac,G6,2002,141149,Nigerian used,D,Petrol,Automatic,,930000
Toyota,Corolla,2008,228753,Nigerian used,D,Petrol,Automatic,GREEN,1620000
Toyota,Avalon,2005,284852,Foreign used,C,Petrol,Automatic,silver,1932500
BMW,5 Series,2004,47625,Nigerian used,C,Petrol,Automatic,BLACK,1735000
Fiat,Fullback,2017,174,New,A,Petrol,Manual,WHITE,11700000
Toyota,Camry,2007,121962,Nigerian used,E,Petrol,Automatic,,1735000
Toyota,Sienna,2005,212431,Foreign used,D,Petrol,Automatic,,2137500
Mercedes-Benz,Gl450,2008,59379,Nigerian used,E,Petrol,Automatic,,2080000
Mercedes-Benz,Gl450,2011,86433,Nigerian used, ,Petrol,Automatic,GREY,5185000
Ford,F-150,2002,150848,Nigerian used,D,Petrol,Automatic,BLACK,987500
Volkswagen,Tiguan,2012,81737,Nigerian used,B,Petrol,Automatic,GREY,3957500
Honda,Accord,2001,0,Nigerian used,D,Petrol,Automatic,BLACK,585000
Ford,Focus,2013,114146,Nigerian used,E,Petrol,Automatic,GREY,930000
Lexus,Gx460,2005,90442,Nigerian used,D,Petrol,Automatic,,3460000
Mercedes-Benz,Cls550,2007,198252,Nigerian used,D,Petrol,Automatic,,1585000
Honda,Cr-V,2002,120654,Nigerian used,D,Petrol,Automatic,Silver,1032500
Suzuki,Alto,2006,17870,Nigerian used,C,Petrol,Automatic,BLACK,1032500
Hyundai,Sonata,2011,123528,Nigerian used,C,Petrol,Automatic,BLACK,2425000
Honda,Accord,2005,74301,Foreign used,E,Petrol,Automatic,GOLD,815000
Ford,Focus,1999,247960,Nigerian used,,Petrol,Manual,Blue,470000
Toyota,Matrix,2006,77997,Foreign used,C,Petrol,Automatic,BLACK,2270000
Mazda,626,2000,143420,Nigerian used,E,Petrol,Manual,Purple,413750
Toyota,4Runner,1999,309686,Nigerian used,E,Petrol,Automatic,BLACK,582500
Kia,Optima,2012,99942,Nigerian used,C,Petrol,Automatic,Grey,3000000
Toyota,Corolla,2009,28516,Foreign used,D,Petrol,Automatic,Silver,3057500
Mercedes-Benz,VBoot,1990,286041,Nigerian used,D,Petrol,Automatic,BROWN,3460000
Volkswagen,Golf,1992,216240,Nigerian used,E,Petrol,Manual,BLUE,355000
Chevrolet,Cruze,2018,115,New,A,Petrol,Automatic,Black,10900000
Mercedes-Benz,Vito,2003,161239,Nigerian used,C,Petrol,Automatic,,1595000
Infiniti,Fx,2013,17254,Nigerian used,B,Petrol,Automatic,Black,6335000
Kia,Rio,2006,199060,Nigerian used,E,Petrol,Manual,BLACK,527500
Toyota,Land Cruiser Prado,2015,112167,Nigerian used,C,Petrol,Automatic,BLACK,12110000
Hyundai,I10,2012,189851,Nigerian used,C,Petrol,Manual,Black,642500
Toyota,Hilux,2004,256976,Foreign used,C,Diesel,Manual,WHITE,4610000
Mercedes-Benz,E350,2012,200864,Foreign used,C,Petrol,Automatic,,6910000
Toyota,Corolla,2013,164953,Nigerian used,C,Petrol,Manual,Black,2045000
Mercedes-Benz,E350,2011,45000,Nigerian used,B,Petrol,Automatic,BLUE,5081500
Toyota,Sienna,2006,96630,Nigerian used,C,Petrol,Automatic,GREY,2885000
Toyota,Rav4,2008,122142,Nigerian used,D,Petrol,Automatic,BLACK,1850000
Nissan,Murano,2009,210109,Foreign used,C,Petrol,Automatic,GREY,3000000
Volvo,S60,2007,123626,Nigerian used,C,Petrol,Automatic,,1390000
Hyundai,Santa Fe,2002,238557,Nigerian used,E,Petrol,Automatic,SILVER,976250
Toyota,Corolla,2008,299999,Foreign used,D,Petrol,Automatic,BLUE,2540000
Hyundai,Accent,2016,31315,Nigerian used,D,Petrol,Automatic,Black,2495000
Honda,Passport,1996,146749,Nigerian used,E,Petrol,Duplex,,470000
Kia,Spectra,2007,90196,Nigerian used,D,Petrol,Automatic,Red,863750
Lexus,Rx 330,2004,333333,Nigerian used,C,Petrol,Automatic,SILVER,2832500
Mercedes-Benz,Gl450,2007,531598,Foreign used,C,Petrol,Automatic,Red,5760000
Toyota,Land Cruiser Prado,2011,175727,Nigerian used,C,Petrol,Automatic,Black,9020000
Chevrolet,Trailblazer,2004,123901,Nigerian used,D,Petrol,Automatic,BLUE,695000
Ford,F-150,2012,336548,Foreign used,C,Petrol,Automatic,,6335000
Acura,Mdx,2002,214922,Nigerian used,D,Petrol,Automatic,BLACK,815000
Peugeot,406,2001,263253,Nigerian used,C,Petrol,Manual,BLUE,815000
Mercedes-Benz,Gl450,2010,65402,Nigerian used,C,Petrol,Automatic,Black,4520000
Mercedes-Benz,C300,2011,147069,Foreign used,C,Petrol,Automatic,,5185000
Toyota,Camry,2009,121749,Foreign used,C,Petrol,Automatic,BLACK,2720000
Toyota,Corolla,2008,126824,Nigerian used,C,Petrol,Manual,SILVER,1045000
Volkswagen,CC,2014,41532,Nigerian used,C,Petrol,Automatic,blue,3575000
Honda,Odyssey,2015,77979,Foreign used,D,Petrol,Automatic,,6565000
Land Rover,Range Rover HSE,2008,123435,Nigerian used,E,Petrol,Automatic,BLACK,1390000
Toyota,Corolla,2006,19396,Nigerian used,E,Petrol,Automatic,,1309500
Honda,Accord,2010,56018,Nigerian used,,Petrol,Automatic,,1651250
Mercedes-Benz,Ml320,2003,193319,Foreign used,D,Petrol,Automatic,BLUE,1620000
Ford,F-150,2006,280037,Foreign used,D,Petrol,Automatic,,2310000
Mercedes-Benz,C300,2013,36016,Foreign used,,Petrol,Automatic,Grey,6335000
Mercedes-Benz,E350,2010,183926,Nigerian used,C,Petrol,Automatic,BLUE,4840000
Toyota,Sequoia,2003,127197,Nigerian used,D,Petrol,Automatic,SILVER,976250
Toyota,4Runner,2002,183321,Nigerian used,E,Petrol,Automatic,SILVER,638750
Nissan,Pathfinder,2000,136651,Nigerian used,E,Petrol,Automatic,WINE,585000
Lexus,Es,2005,176486,Nigerian used,C,Petrol,Automatic,SILVER,1735000
Mercedes-Benz,Ml350,2008,204436,Foreign used,C,Petrol,Automatic,BLACK,4610000
Mercedes-Benz,Gl450,2012,158468,Nigerian used,D,Petrol,Automatic,WHITE,5760000
Nissan,Pathfinder,2007,90434,Nigerian used,D,Petrol,Automatic,Blue (BLUE ),1145000
Toyota,Corolla,2005,87773,Foreign used,E,Petrol,Automatic,BLUE,2195000
Lexus,Es 300,2002,221044,Nigerian used,D,Petrol,Automatic,gold,1600000
Toyota,Avalon,1996,262770,Nigerian used,E,Petrol,Automatic,Red,413750
Acura,Zdx,2010,1,Nigerian used,C,Petrol,Automatic,Brown (Repainted),4150000
Honda,Pilot,2012,77559,Nigerian used,C,Petrol,Automatic,Blue,4610000
Honda,Accord Crosstour,2010,423378,Foreign used,C,Petrol,Automatic,BLACK,4035000
Ford,F-150,2008,109462,Foreign used,E,Petrol,Automatic,GOLD,2870000
Jeep,Wrangler,2019,68,New,A,Petrol,Automatic,White,32000000
Toyota,Corolla,2014,118198,Nigerian used,C,Petrol,Automatic,Black,3805000
Chrysler,Pacifica,2004,92123,Nigerian used,E,Petrol,Automatic,BLUE,585000
Fiat,Fullback,2000,246629,Foreign used,D,Diesel,Manual,White,2310000
Peugeot,407,2005,176545,Nigerian used,D,Petrol,Automatic,Blue,1160000
Toyota,Corolla,2011,198975,Nigerian used,D,Petrol,Automatic,Blue,2832500
Dodge,Durango,2001,122120,Foreign used,D,Petrol,Automatic,,642500
Toyota,Avensis,2006,264509,Foreign used,E,Petrol,Manual,CREAM,1595000
