manufacturer,model,year,mileage,selling_condition,grade,fuel,transmission,color,price,car_age
Volvo,V40,2000,239376,Foreign used,E,Petrol,Automatic,blue,1145000,21
Tata,Xeno,2014,114136,Nigerian used,C,Petrol,Manual,white,1820000,7
Lexus,Is 250,2007,160920,Nigerian used,D,Petrol,Automatic,silver,3395000,14
Hyundai,Accent,2009,110223,Nigerian used,D,Petrol,Manual,grey,582500,12
Toyota,Camry,2007,108070,Nigerian used,D,Petrol,Automatic,silver,2157500,14
Toyota,Corolla,2008,203527,Nigerian used,C,Petrol,Manual,black,1257500,13
Honda,Accord,1999,280779,Nigerian used,D,Petrol,Automatic,blue,526250,22
Lexus,Rx 300,2001,105277,Nigerian used,E,Petrol,Automatic,white,1145000,20
Toyota,Camry,2017,71575,Foreign used,E,Petrol,Automatic,black,6095000,4
Lexus,Es 350,2008,133601,Nigerian used,C,Petrol,Automatic,black,4070000,13
Honda,Cr-V,2005,256309,Nigerian used,D,Petrol,Automatic,black,850000,16
Lexus,Rx 300,1999,266058,Nigerian used,C,Petrol,Automatic,gold,1426250,22
Ford,Transit,1991,253246,Nigerian used,E,Petrol,Manual,blue,1482500,30
Volkswagen,Passat,2009,119983,Nigerian used,C,Petrol,Automatic,grey,2269750,12
Mercedes-Benz,Ml350,2006,187656,Foreign used,E,Petrol,Automatic,black,2270000,15
Toyota,Corolla,2016,47131,Nigerian used,E,Petrol,Automatic,grey,5760000,5
Lexus,Rx 330,2004,205120,Nigerian used,D,Petrol,Automatic,blue,2770000,17
Kia,Cerato,2014,223932,Nigerian used,D,Petrol,Automatic,grey,2195000,7
Lexus,Lx,2000,240895,Nigerian used,C,Petrol,Automatic,green,1145000,21
Toyota,Camry,1996,187049,Nigerian used,D,Petrol,Automatic,green,378000,25
Mercedes-Benz,C320,2003,190222,Nigerian used,D,Petrol,Automatic,blue,930000,18
Ford,Explorer,2011,189005,Nigerian used,D,Petrol,Automatic,brown,5645000,10
Nissan,Versa,2007,107574,Foreign used,D,Petrol,Automatic,gold,1275000,14
Peugeot,206,2004,99662,Nigerian used,E,Petrol,Manual,blue,605000,17
Nissan,Pathfinder,2008,234122,Nigerian used,D,Petrol,Automatic,grey,1476250,13
Kia,Sedona,2009,139179,Foreign used,C,Petrol,Automatic,grey,1707500,12
Honda,Pilot,2007,173061,Nigerian used,E,Petrol,Automatic,black,1257500,14
Acura,Mdx,2007,92054,Nigerian used,C,Petrol,Automatic,blue,1932500,14
BMW,3 Series,2006,175337,Nigerian used,C,Petrol,Automatic,grey,2310000,15
Mercedes-Benz,E320,2005,149840,Foreign used,D,Petrol,Automatic,wine,2310000,16
Toyota,Highlander,2005,119713,Nigerian used,C,Petrol,Automatic,grey,2157500,16
Toyota,Rav4,2014,82413,Nigerian used,D,Petrol,Automatic,black,5760000,7
Honda,Accord,2010,97604,Foreign used,E,Petrol,Automatic,grey,2425000,11
Toyota,Camry,2007,129373,Nigerian used,E,Petrol,Automatic,grey,1505000,14
Mercedes-Benz,E320,2002,116446,Nigerian used,E,Petrol,Automatic,silver,1505000,19
Audi,Q7,2009,167999,Foreign used,C,Petrol,Automatic,grey,5185000,12
Toyota,Solara,2008,124326,Nigerian used,E,Petrol,Automatic,red,1850000,13
BMW,X6,2010,50299,Nigerian used,D,Petrol,Automatic,white,3620000,11
Toyota,Corolla,2004,153937,Foreign used,D,Petrol,Automatic,silver,2218000,17
Toyota,Hilux,2007,167994,Nigerian used,C,Hybrid,Manual,white,2885000,14
Kia,Cerato,2008,190862,Nigerian used,D,Petrol,Manual,black,638750,13
Honda,Accord,2016,44641,Foreign used,D,Petrol,Automatic,black,6910000,5
Ford,Focus,2010,77618,Nigerian used,E,Petrol,Automatic,red,1145000,11
Toyota,Camry,2011,141520,Foreign used,C,Petrol,Automatic,black,2945000,10
Hyundai,Elantra,2011,100015,Foreign used,C,Petrol,Automatic,silver,3057500,10
Ford,Edge,2007,92787,Nigerian used,C,Petrol,Automatic,black,2832500,14
Toyota,Camry,2008,243670,Nigerian used,C,Petrol,Automatic,red,2832500,13
Nissan,Almera,1996,316408,Nigerian used,E,Petrol,Manual,blue,245000,25
Peugeot,607,2002,251183,Foreign used,C,Petrol,Automatic,blue,1505000,19
Lexus,Lx,2003,162441,Nigerian used,E,Petrol,Automatic,grey,1160000,18
Peugeot,408,2011,99510,Nigerian used,C,Petrol,Automatic,grey,1620000,10
Kia,Rio,2014,48512,Nigerian used,D,Petrol,Manual,black,976250,7
Mercedes-Benz,E350,2012,140675,Foreign used,C,Petrol,Automatic,black,6910000,9
Honda,Accord,2002,11087,Nigerian used,D,Petrol,Manual,silver,700000,19
Hyundai,Elantra,2009,231397,Foreign used,E,Petrol,Automatic,black,1965000,12
Lexus,Es,2004,293057,Foreign used,C,Petrol,Automatic,silver,2945000,17
Honda,Accord,2008,123808,Nigerian used,D,Petrol,Automatic,black,1735000,13
Volkswagen,Passat,2006,116443,Nigerian used,C,Petrol,Automatic,black,1275000,15
Lexus,Es 350,2008,157485,Foreign used,C,Petrol,Automatic,blue,4070000,13
Ford,Explorer,2002,21282,Foreign used,C,Petrol,Automatic,black,2270000,19
Toyota,Corolla,2010,63601,Foreign used,C,Petrol,Automatic,grey,3200000,11
Toyota,Corolla,2008,185282,Nigerian used,D,Petrol,Automatic,blue,1482500,13
Mazda,Mpv,2002,95691,Nigerian used,E,Petrol,Automatic,silver,470000,19
Honda,Ridgeline,2008,233216,Nigerian used,D,Petrol,Automatic,grey,1820000,13
Mitsubishi,Pajero,2004,270490,Nigerian used,D,Petrol,Automatic,black,1850000,17
Mercedes-Benz,Ml350,2006,152591,Foreign used,C,Petrol,Automatic,silver,3395000,15
Toyota,Sequoia,2008,101044,Nigerian used,D,Petrol,Automatic,white,5760000,13
Toyota,Sequoia,2004,173856,Nigerian used,D,Petrol,Automatic,ash,1850000,17
Peugeot,406,1997,128220,Nigerian used,D,Petrol,Manual,silver,526250,24
Toyota,Camry,1999,166115,Foreign used,E,Petrol,Automatic,grey,1160000,22
Honda,Accord,2006,148046,Nigerian used,D,Petrol,Automatic,black,805000,15
Toyota,Sienna,2011,100155,Foreign used,C,Petrol,Automatic,black,4955000,10
Toyota,Highlander,2009,198669,Foreign used,C,Petrol,Automatic,blue,4745000,12
Nissan,Maxima,1999,178924,Nigerian used,E,Petrol,Automatic,purple,470000,22
Toyota,Corolla,2013,108509,Foreign used,C,Petrol,Automatic,grey,5415000,8
Toyota,Highlander,2005,109508,Nigerian used,C,Petrol,Automatic,grey,2310000,16
Saturn,VUE,2008,71507,Nigerian used,D,Petrol,Automatic,wine,585000,13
Infiniti,Q,2000,243445,Nigerian used,D,Petrol,Automatic,white,585000,21
Toyota,Tundra,2006,181170,Nigerian used,C,Petrol,Automatic,black,3845000,15
Toyota,Highlander,2004,57617,Nigerian used,C,Petrol,Automatic,black,3230000,17
Lexus,Gs 330,2008,198998,Foreign used,C,Petrol,Automatic,black,3115000,13
Honda,Pilot,2006,90175,Foreign used,E,Petrol,Automatic,blue,2045000,15
Toyota,Corolla,2006,226127,Nigerian used,C,Petrol,Automatic,silver,1620000,15
Honda,Accord,2015,205029,Foreign used,C,Petrol,Automatic,black,6335000,6
Infiniti,G,2005,18346,Nigerian used,C,Petrol,Automatic,blue,1482500,16
Nissan,Maxima,2010,139938,Nigerian used,D,Petrol,Automatic,purple,2080000,11
Toyota,4Runner,2010,190439,Nigerian used,E,Petrol,Automatic,silver,6910000,11
Toyota,Sienna,1999,178829,Nigerian used,D,Petrol,Automatic,green,751250,22
Nissan,Pathfinder,2005,213079,Foreign used,D,Petrol,Automatic,blue,2080000,16
Kia,Cerato,2011,126481,Nigerian used,C,Petrol,Automatic,grey,1595000,10
Nissan,Altima,2014,39170,Nigerian used,B,Petrol,Automatic,black,6335000,7
Honda,Passport,1998,166004,Nigerian used,D,Petrol,Automatic,red,470000,23
Lexus,Rx 300,1999,216431,Nigerian used,D,Petrol,Automatic,white,1145000,22
Volkswagen,Passat,2015,51705,Nigerian used,B,Petrol,Automatic,black,4035000,6
Ford,Focus,2000,155883,Nigerian used,E,Petrol,Automatic,blue,470000,21
BMW,X5,2010,51873,Nigerian used,C,Petrol,Automatic,grey,4520000,11
Ford,Explorer,2004,148103,Nigerian used,D,Petrol,Automatic,silver,1427375,17
Mercedes-Benz,R350,2007,120245,Foreign used,C,Petrol,Automatic,silver,1965000,14
Mercedes-Benz,E500,2005,160663,Nigerian used,D,Petrol,Automatic,gold,976250,16
Honda,Accord,2003,235548,Nigerian used,D,Petrol,Automatic,black,757500,18
Toyota,Camry,2010,176980,Nigerian used,C,Petrol,Automatic,black,1965000,11
Nissan,Altima,2011,112419,Foreign used,E,Petrol,Automatic,grey,1390000,10
Chrysler,Pacifica,2004,136630,Nigerian used,D,Petrol,Automatic,red,700000,17
Lexus,Gx,2004,189692,Nigerian used,D,Petrol,Automatic,silver,2885000,17
BMW,3 Series,2006,138638,Nigerian used,C,Petrol,Automatic,black,1735000,15
Ford,Focus,2015,78201,Nigerian used,C,Petrol,Automatic,black,3460000,6
Honda,Pilot,2009,201348,Foreign used,C,Petrol,Automatic,black,4182500,12
Toyota,Land Cruiser,1998,166643,Nigerian used,C,Petrol,Automatic,grey,3000000,23
Toyota,Camry,2015,85151,Foreign used,D,Petrol,Automatic,blue,6105000,6
Kia,Rio,2006,110100,Nigerian used,E,Petrol,Automatic,black,700000,15
Honda,Ridgeline,2007,128091,Nigerian used,D,Petrol,Automatic,black,1620000,14
Mercedes-Benz,E350,2009,191468,Foreign used,C,Petrol,Automatic,white,3957500,12
Lexus,Es,2005,118628,Nigerian used,C,Petrol,Automatic,silver,2172000,16
Honda,Pilot,2003,135854,Nigerian used,C,Petrol,Automatic,black,872500,18
Peugeot,607,2003,259149,Nigerian used,C,Petrol,Automatic,silver,863750,18
Chevrolet,Trailblazer,2005,138566,Foreign used,E,Petrol,Automatic,green,2270000,16
Honda,Pilot,2003,218659,Nigerian used,D,Petrol,Automatic,green,855250,18
Honda,Accord,2010,97423,Foreign used,D,Petrol,Automatic,black,3575000,11
Nissan,Pathfinder,2006,128800,Foreign used,E,Petrol,Automatic,blue,1145000,15
Lexus,Gx,2004,148673,Nigerian used,C,Petrol,Automatic,blue,2607500,17
Hyundai,Santa Fe,2002,193206,Nigerian used,D,Petrol,Automatic,silver,700000,19
Toyota,Camry,1991,252291,Nigerian used,E,Petrol,Automatic,red,303250,30
Fiat,Fullback,2004,319568,Nigerian used,E,Diesel,Automatic,black,1620000,17
Kia,Cerato,2010,93257,Nigerian used,E,Petrol,Manual,black,527500,11
BMW,X3,2011,211744,Foreign used,C,Petrol,Automatic,black,7140000,10
Mercedes-Benz,Gl450,2007,107076,Nigerian used,C,Petrol,Automatic,silver,2663750,14
Hyundai,I10,2010,197546,Nigerian used,D,Petrol,Automatic,blue,905625,11
Hyundai,Elantra,2011,76275,Nigerian used,E,Petrol,Manual,grey,1302500,10
Acura,Mdx,2006,220199,Nigerian used,D,Petrol,Automatic,grey,1332500,15
Nissan,Sentra,2010,185811,Nigerian used,C,Petrol,Automatic,black,1145000,11
Infiniti,Qx,2002,143804,Nigerian used,E,Petrol,Automatic,silver,678125,19
Nissan,Armada,2006,78005,Nigerian used,C,Petrol,Automatic,silver,1735000,15
Lexus,Gx,2003,132004,Nigerian used,C,Petrol,Automatic,black,2832500,18
Mitsubishi,L200,2014,201577,Nigerian used,D,Petrol,Manual,white,2885000,7
Lexus,Es 350,2013,70006,Nigerian used,D,Petrol,Automatic,black,6770000,8
Toyota,4Runner,1996,206641,Nigerian used,D,Petrol,Automatic,black,700000,25
Isuzu,Axiom,2002,117222,Nigerian used,D,Petrol,Automatic,black,642500,19
Lexus,Es 350,2007,81919,Nigerian used,C,Petrol,Automatic,black,2607500,14
Mitsubishi,L200,2013,152646,Nigerian used,D,Petrol,Manual,white,2270000,8
Nissan,Maxima,2007,135208,Foreign used,C,Petrol,Automatic,silver,2310000,14
Land Rover,Lr4,2011,90175,Nigerian used,D,Petrol,Automatic,beige,3507500,10
Toyota,Highlander,2005,130128,Foreign used,C,Petrol,Automatic,black,3000000,16
Toyota,Corolla,2010,92852,Foreign used,C,Petrol,Automatic,black,3460000,11
Lexus,Gx,2007,88421,Nigerian used,C,Petrol,Automatic,blue,2540000,14
Chrysler,Pacifica,2006,164332,Nigerian used,E,Petrol,Automatic,gold,1160000,15
BMW,3 Series,2007,155314,Foreign used,C,Petrol,Automatic,black,1932500,14
Lexus,Es,2005,86198,Nigerian used,C,Petrol,Automatic,silver,2080000,16
Toyota,Rav4,2007,152848,Foreign used,C,Petrol,Automatic,silver,3575000,14
Volkswagen,Jetta,2011,163110,Foreign used,C,Petrol,Automatic,blue,3460000,10
Kia,Cerato,2012,279079,Nigerian used,E,Petrol,Automatic,blue,976250,9
Volvo,S60,2012,184756,Foreign used,D,Petrol,Automatic,white,3395000,9
Peugeot,406,2008,134640,Nigerian used,D,Petrol,Automatic,red,700000,13
Honda,Accord,2004,265693,Nigerian used,E,Petrol,Automatic,blue,930000,17
Toyota,Avalon,2002,180243,Nigerian used,D,Petrol,Automatic,gold,930000,19
Nissan,Pathfinder,2004,202573,Nigerian used,C,Petrol,Automatic,silver,1045000,17
Lexus,Es 350,2007,137867,Nigerian used,C,Petrol,Automatic,grey,2885000,14
Lexus,Gx,2006,115438,Nigerian used,C,Petrol,Automatic,blue,3282500,15
Toyota,Avensis,2010,242859,Nigerian used,D,Petrol,Automatic,grey,1965000,11
Peugeot,406,2006,185478,Nigerian used,C,Petrol,Manual,silver,642500,15
Lexus,Gs,2002,341317,Foreign used,D,Petrol,Automatic,black,1390000,19
Nissan,Sentra,2015,62937,Foreign used,B,Petrol,Automatic,blue,4150000,6
Peugeot,406,1999,146785,Nigerian used,D,Petrol,Automatic,red,526250,22
Honda,Accord,2005,263233,Foreign used,E,Petrol,Automatic,grey,1332500,16
Mercedes-Benz,Ml350,2007,141950,Nigerian used,C,Petrol,Automatic,black,2540000,14
Toyota,Camry,1998,322171,Nigerian used,D,Petrol,Automatic,grey,757500,23
Acura,Tl,2012,105955,Nigerian used,D,Petrol,Automatic,silver,2045000,9
Hyundai,Elantra,2007,149990,Nigerian used,E,Petrol,Automatic,wine,1160000,14
Toyota,Avalon,2006,179437,Foreign used,C,Petrol,Automatic,black,2712500,15
Toyota,Fj Cruiser,2007,86895,Nigerian used,B,Petrol,Automatic,black,5760000,14
Honda,Accord,2003,206994,Nigerian used,E,Petrol,Automatic,gold,835000,18
Lexus,Rx 300,1999,95975,Nigerian used,E,Petrol,Automatic,gold,1010500,22
Innoson,IVMG5,2014,3005,Nigerian used,C,Petrol,Automatic,black,3460000,7
Hyundai,Ix35,2013,29615,Nigerian used,C,Petrol,Automatic,black,2655000,8
Honda,Odyssey,2003,225448,Nigerian used,C,Petrol,Automatic,grey,638750,18
Honda,Accord,2008,70797,Nigerian used,E,Petrol,Automatic,black,1370000,13
Nissan,Maxima,2008,225507,Nigerian used,D,Petrol,Automatic,ash,1045000,13
Mitsubishi,Montero,2003,118671,Nigerian used,E,Petrol,Automatic,black,930000,18
Toyota,Land Cruiser Prado,2006,248496,Nigerian used,D,Petrol,Automatic,black,4182500,15
Nissan,Primera,1998,96073,Nigerian used,E,Petrol,Manual,red,297500,23
Honda,Accord Crosstour,2012,65188,Nigerian used,D,Petrol,Automatic,black,3028750,9
BMW,3 Series,2006,315718,Nigerian used,D,Petrol,Automatic,black,1932500,15
Volkswagen,Touareg,2004,127711,Nigerian used,D,Petrol,Automatic,grey,1160000,17
Hyundai,Genesis,2010,198316,Nigerian used,C,Petrol,Automatic,black,2945000,11
Toyota,Sienna,2011,87447,Foreign used,C,Petrol,Automatic,grey,4380000,10
Mercedes-Benz,Clk200,2001,230927,Foreign used,C,Petrol,Automatic,silver,1870000,20
Peugeot,307,2002,194101,Nigerian used,D,Petrol,Manual,black,757500,19
Mitsubishi,Outlander,2014,125690,Foreign used,C,Petrol,Automatic,white,4970000,7
Acura,Mdx,2007,163438,Nigerian used,D,Petrol,Automatic,white,2310000,14
Toyota,Rav4,2000,138134,Foreign used,C,Petrol,Automatic,silver,1850000,21
Toyota,Land Cruiser Prado,2007,237304,Nigerian used,D,Petrol,Automatic,black,2885000,14
Mercedes-Benz,C350,2009,64624,Nigerian used,C,Petrol,Automatic,black,2607500,12
Honda,Pilot,2003,229225,Nigerian used,C,Petrol,Automatic,silver,1390000,18
Toyota,HiAce,2008,163387,Nigerian used,C,Petrol,Manual,white,6335000,13
Lexus,Rx 300,1998,99801,Nigerian used,E,Petrol,Automatic,black,920000,23
Infiniti,Qx56,2004,86096,Nigerian used,C,Petrol,Automatic,gold,3460000,17
Nissan,Quest,2000,238221,Nigerian used,D,Petrol,Automatic,blue,413750,21
Toyota,Corolla,1999,188441,Nigerian used,D,Petrol,Automatic,white,734500,22
Toyota,Sienna,2006,344734,Nigerian used,C,Petrol,Automatic,black,1897500,15
Mazda,Mpv,2002,100715,Nigerian used,D,Petrol,Automatic,gold,665500,19
Kia,Cerato,2011,103721,Nigerian used,C,Petrol,Manual,grey,920000,10
Toyota,Sienna,2004,230162,Nigerian used,C,Petrol,Automatic,red,1595000,17
Acura,Tl,1999,151899,Foreign used,D,Petrol,Automatic,silver,1160000,22
Toyota,Avalon,2008,112581,Foreign used,D,Petrol,Automatic,white,2425000,13
Mercedes-Benz,Ml350,2008,181647,Foreign used,C,Petrol,Automatic,black,5185000,13
Porsche,Cayenne,2004,149559,Nigerian used,D,Petrol,Automatic,grey,2310000,17
Saturn,VUE,2007,182973,Nigerian used,C,Petrol,Automatic,grey,2310000,14
Cadillac,Srx,2011,46337,Nigerian used,B,Petrol,Automatic,blue,6657500,10
Toyota,Corolla,2010,161829,Nigerian used,D,Petrol,Automatic,grey,1763750,11
Toyota,4Runner,2004,183999,Foreign used,E,Petrol,Automatic,silver,3230000,17
Mini,Cooper,2005,132647,Nigerian used,C,Petrol,Manual,cream,1370000,16
Volkswagen,CC,2012,106058,Nigerian used,D,Petrol,Automatic,black,3460000,9
BMW,7 Series,2009,120967,Nigerian used,C,Petrol,Automatic,black,4610000,12
Mazda,323,1994,273552,Nigerian used,C,Petrol,Automatic,blue,642500,27
Toyota,Corolla,2010,119642,Foreign used,C,Petrol,Automatic,silver,3115000,11
Toyota,Corolla,2003,152647,Nigerian used,D,Petrol,Automatic,black,1257500,18
BMW,318i,2003,166797,Nigerian used,E,Petrol,Automatic,white,920000,18
Hyundai,Sonata,2013,127687,Foreign used,C,Petrol,Automatic,black,4380000,8
Lexus,Es 350,2006,128773,Nigerian used,D,Petrol,Automatic,blue,2540000,15
Toyota,Corolla,2010,75216,Foreign used,C,Petrol,Automatic,black,3200000,11
Mercedes-Benz,C250,2013,153364,Foreign used,D,Petrol,Automatic,red,4520000,8
Acura,Tl,2007,102734,Nigerian used,C,Petrol,Automatic,black,1707500,14
Honda,Accord,2005,250484,Nigerian used,D,Petrol,Automatic,black,930000,16
Lexus,Es 300,1999,283624,Nigerian used,D,Petrol,Automatic,white,987500,22
Mitsubishi,Lancer,2011,75012,Nigerian used,D,Petrol,Automatic,black,1045000,10
Honda,Pilot,2004,107395,Nigerian used,E,Petrol,Automatic,gold,1562500,17
Nissan,Serena,1996,230300,Nigerian used,E,Diesel,Manual,white,1370000,25
Toyota,Camry,2012,65251,Nigerian used,C,Petrol,Automatic,black,2720000,9
Toyota,Camry,1994,255331,Nigerian used,D,Petrol,Automatic,green,526250,27
Volkswagen,Passat,2002,213054,Nigerian used,D,Petrol,Manual,grey,526250,19
Kia,Sedona,2006,153760,Nigerian used,D,Petrol,Automatic,red,751250,15
Ford,Edge,2011,45235,Foreign used,E,Petrol,Automatic,white,4520000,10
Toyota,Corolla,2010,69553,Foreign used,C,Petrol,Automatic,grey,3345000,11
Toyota,Avalon,2006,245804,Nigerian used,D,Petrol,Automatic,silver,1482500,15
Hyundai,Elantra,2014,131713,Nigerian used,D,Petrol,Automatic,black,2540000,7
Nissan,Versa,2011,81674,Foreign used,D,Petrol,Automatic,brown,2270000,10
Infiniti,G,2006,160154,Foreign used,C,Petrol,Automatic,silver,1370000,15
Toyota,Corolla,2003,283385,Nigerian used,C,Petrol,Automatic,blue,1447500,18
Skoda,Octavia,2014,64440,Nigerian used,D,Petrol,Automatic,black,1697500,7
Hyundai,Accent,2013,69460,Nigerian used,D,Petrol,Manual,black,1651250,8
Nissan,Pathfinder,2008,81730,Nigerian used,D,Petrol,Automatic,red,1735000,13
Toyota,Corolla,2011,264333,Nigerian used,C,Petrol,Automatic,grey,2310000,10
Honda,Cr-V,1998,117341,Nigerian used,D,Petrol,Automatic,black,585000,23
MG,350s,2014,73557,Nigerian used,D,Petrol,Automatic,black,1820000,7
Toyota,Camry,2007,123796,Foreign used,C,Petrol,Automatic,silver,2425000,14
Citroen,C4,2005,234477,Nigerian used,C,Petrol,Manual,white,1257500,16
Honda,Odyssey,2005,188875,Nigerian used,C,Petrol,Automatic,gold,1735000,16
Lexus,Es 350,2007,173290,Nigerian used,D,Petrol,Automatic,black,2760000,14
Kia,Cerato,2011,179047,Nigerian used,E,Petrol,Automatic,brown,1160000,10
Volkswagen,Tiguan,2010,127546,Foreign used,D,Petrol,Automatic,white,3690000,11
Honda,Accord,2010,76596,Nigerian used,D,Petrol,Automatic,black,1492500,11
Honda,Odyssey,2012,137500,Foreign used,C,Petrol,Automatic,grey,2663750,9
Mercedes-Benz,Gl450,2008,66491,Nigerian used,C,Petrol,Automatic,white,4610000,13
Toyota,Hilux,2014,176774,Nigerian used,E,Petrol,Manual,white,5760000,7
Mercedes-Benz,C280,2006,201654,Nigerian used,C,Petrol,Automatic,silver,1275000,15
Toyota,Camry,2006,161088,Nigerian used,D,Petrol,Automatic,blue,1735000,15
Nissan,Almera,2013,67887,Nigerian used,B,Petrol,Automatic,black,2310000,8
Volkswagen,Golf,1999,279649,Foreign used,C,Petrol,Manual,silver,1275000,22
Cadillac,Escalade,2011,21308,Nigerian used,C,Petrol,Automatic,white,4520000,10
Mercedes-Benz,Slk350,2005,80497,Nigerian used,C,Petrol,Automatic,silver,3001250,16
Mitsubishi,Pajero,2012,124776,Nigerian used,D,Petrol,Automatic,grey,3957500,9
Lexus,Es,2006,197521,Nigerian used,D,Petrol,Automatic,black,2310000,15
Toyota,Camry,2015,33746,Nigerian used,C,Petrol,Automatic,silver,5185000,6
Nissan,Pathfinder,2005,181558,Nigerian used,E,Petrol,Automatic,silver,1595000,16
Toyota,Venza,2012,153121,Foreign used,D,Petrol,Automatic,silver,4610000,9
Toyota,Camry,2011,109240,Foreign used,D,Petrol,Automatic,silver,3460000,10
Jeep,Grand Cherokee,2006,186785,Foreign used,E,Petrol,Automatic,silver,2885000,15
Peugeot,307,2008,48000,Nigerian used,D,Petrol,Manual,black,585000,13
Nissan,Xterra,2000,172109,Nigerian used,D,Petrol,Automatic,green,628750,21
Honda,Pilot,2012,136336,Nigerian used,C,Petrol,Automatic,silver,4610000,9
Peugeot,508,2012,54153,Nigerian used,C,Petrol,Automatic,black,4610000,9
Honda,Cr-V,2009,285743,Nigerian used,D,Petrol,Automatic,black,1707500,12
Toyota,Avensis,1999,152613,Nigerian used,D,Petrol,Automatic,silver,807500,22
Honda,Odyssey,2005,111297,Nigerian used,C,Petrol,Automatic,green,920000,16
Acura,Tl,2004,213284,Nigerian used,D,Petrol,Manual,red,642500,17
Toyota,Corolla,2009,149944,Nigerian used,D,Petrol,Automatic,black,1370000,12
Jeep,Grand Cherokee,2007,133422,Foreign used,C,Petrol,Automatic,silver,1786250,14
Mercedes-Benz,E350,2006,208154,Foreign used,C,Petrol,Automatic,black,2270000,15
Toyota,Camry,2008,144129,Foreign used,E,Petrol,Automatic,black,3000000,13
Mercedes-Benz,Ml350,2007,40973,Nigerian used,C,Petrol,Automatic,grey,3460000,14
