manufacturer,model,year,mileage,selling_condition,grade,fuel,transmission,color,price
BMW,318i,2005,241957,Foreign used,C,Petrol,Automatic,blue,2607500
Toyota,Highlander,2008,179690,Foreign used,C,Petrol,Automatic,gold,5162000
Volkswagen,Golf,1999,244494,Nigerian used,D,Petrol,Automatic,blue,695000
Mercedes-Benz,E350,2010,141377,Nigerian used,C,Petrol,Automatic,black,5645000
Lexus,Is,2007,171442,Foreign used,D,Petrol,Automatic,black,3818000
Hyundai,Elantra,2012,100123,Nigerian used,D,Petrol,Automatic,red,2400000
Hyundai,I10,2015,33312,Nigerian used,B,Petrol,Automatic,grey,2250000
Volkswagen,Passat,2002,172194,Nigerian used,D,Petrol,Automatic,green,906000
Honda,Accord,2012,63491,Nigerian used,C,Petrol,Automatic,black,2832500
BMW,X3,2004,128357,Foreign used,C,Petrol,Automatic,black,2698000
Lexus,Es 350,2009,94931,Foreign used,E,Petrol,Automatic,grey,4378000
Land Rover,Range Rover Sport,2006,145349,Nigerian used,E,Petrol,Automatic,grey,1914000
Toyota,Rav4,2006,152938,Nigerian used,D,Petrol,Automatic,blue,2082000
Lexus,Rx 300,2000,280167,Foreign used,D,Petrol,Automatic,white,2586000
Volkswagen,Passat,1994,308055,Nigerian used,E,Petrol,Manual,blue,526250
Toyota,Corona,2001,129702,Nigerian used,E,Petrol,Automatic,red,682000
Infiniti,Qx,2001,295351,Nigerian used,D,Petrol,Automatic,gold,863750
Toyota,Camry,2002,152893,Nigerian used,D,Petrol,Automatic,silver,1280000
Hyundai,HD65,2017,5843,Nigerian used,C,Diesel,Manual,white,7895000
Toyota,Sienna,2005,111663,Nigerian used,E,Petrol,Automatic,gold,1707500
Honda,Pilot,2003,300949,Nigerian used,D,Petrol,Automatic,brown,807500
Ford,Expedition,2012,46762,Nigerian used,E,Petrol,Automatic,black,6170000
Toyota,Highlander,2004,138716,Nigerian used,E,Petrol,Automatic,black,1802000
Lexus,Es 330,2004,56145,Nigerian used,E,Petrol,Automatic,blue,1802000
Acura,Mdx,2008,177728,Nigerian used,E,Petrol,Automatic,grey,2082000
Peugeot,206,2004,315540,Foreign used,E,Diesel,Manual,white,1914000
Toyota,4Runner,2010,83840,Foreign used,D,Petrol,Automatic,black,7660000
Toyota,Corolla,2008,86497,Foreign used,D,Petrol,Automatic,red,2810000
Infiniti,G,2007,321618,Nigerian used,C,Petrol,Automatic,black,1634000
Kia,Optima,2009,171306,Nigerian used,C,Petrol,Automatic,red,1370000
Mercedes-Benz,C63 Amg,2013,44258,Nigerian used,C,Petrol,Automatic,silver,6770000
Toyota,Hilux,2010,264563,Nigerian used,E,Petrol,Automatic,white,4714000
Hyundai,H1,2013,0,Nigerian used,E,Diesel,Manual,white,1145000
Toyota,Corolla,2006,189488,Nigerian used,D,Petrol,Automatic,grey,1651250
Toyota,Camry,2002,170813,Nigerian used,D,Petrol,Automatic,grey,1370000
Jeep,Grand Cherokee,2008,186659,Foreign used,D,Petrol,Automatic,white,2147500
Chevrolet,Aveo,2009,103185,Nigerian used,E,Petrol,Automatic,black,962000
Renault,ESPACE,2002,287116,Nigerian used,E,Petrol,Manual,green,738000
Mercedes-Benz,Ml350,2012,74954,Nigerian used,C,Petrol,Automatic,black,13450000
Toyota,Camry,2018,1,New,A,Petrol,Automatic,black,16000000
Toyota,Corolla,2003,330259,Nigerian used,E,Petrol,Automatic,blue,1482500
Mitsubishi,L200,2013,94171,Nigerian used,D,Diesel,Manual,white,2754000
Toyota,Avalon,2005,113341,Foreign used,C,Petrol,Automatic,silver,2382500
Toyota,Camry,2007,132902,Nigerian used,C,Petrol,Automatic,gold,2866000
Chevrolet,Camaro,2015,63751,Foreign used,C,Petrol,Manual,white,13520000
Nissan,Murano,2010,47538,Nigerian used,C,Petrol,Automatic,black,2495000
Mercedes-Benz,Ml350,2012,150896,Nigerian used,C,Petrol,Automatic,gold,11770000
Toyota,Venza,2010,85502,Nigerian used,C,Petrol,Automatic,red,4520000
Mercedes-Benz,Ml350,2009,159336,Foreign used,C,Petrol,Automatic,black,5498000
Mercedes-Benz,Glk350,2010,161289,Nigerian used,C,Petrol,Automatic,black,6170000
Mitsubishi,L200,2010,244347,Nigerian used,D,Petrol,Manual,white,1482500
Peugeot,407,2007,0,Nigerian used,C,Petrol,Automatic,blue,962000
Toyota,Avalon,2004,204186,Nigerian used,E,Petrol,Automatic,white,794000
Honda,Odyssey,2006,0,Nigerian used,D,Petrol,Automatic,grey,1078750
Toyota,Corolla,2008,150267,Foreign used,C,Petrol,Automatic,grey,3034000
Honda,Odyssey,2005,296932,Nigerian used,D,Petrol,Automatic,silver,1802000
Nissan,Xterra,2005,82547,Nigerian used,D,Petrol,Automatic,black,1145000
Mitsubishi,Montero,2001,220938,Nigerian used,E,Petrol,Automatic,red,516250
Nissan,Pathfinder,2006,145037,Nigerian used,D,Petrol,Automatic,black,1032500
Honda,Civic,2010,184297,Foreign used,E,Petrol,Manual,black,1370000
Toyota,Land Cruiser Prado,2016,56108,Nigerian used,C,Petrol,Automatic,black,16895000
Toyota,Sienna,2007,255341,Foreign used,E,Petrol,Automatic,silver,2810000
Toyota,Highlander,2015,68584,Foreign used,C,Petrol,Automatic,white,14500000
Mercedes-Benz,Gl450,2008,170445,Foreign used,C,Petrol,Automatic,silver,4154000
Mercedes-Benz,Gl450,2010,122071,Nigerian used,D,Petrol,Automatic,black,3395000
Toyota,Camry,2004,224049,Nigerian used,E,Petrol,Automatic,grey,1578000
Nissan,Maxima,2010,165866,Nigerian used,D,Petrol,Automatic,silver,962000
Honda,Pilot,2004,114271,Nigerian used,C,Petrol,Automatic,grey,1032500
Toyota,Highlander,2013,107308,Foreign used,D,Petrol,Automatic,white,8682500
Infiniti,G,2009,157356,Nigerian used,C,Petrol,Automatic,black,1538750
Toyota,Camry,2009,93172,Foreign used,C,Petrol,Automatic,silver,3168400
Opel,Zafira,2004,252752,Foreign used,C,Petrol,Manual,blue,1595000
Toyota,Sienna,2017,5866,Foreign used,E,Petrol,Automatic,grey,8970000
Toyota,Matrix,2006,38790,Nigerian used,E,Petrol,Automatic,grey,1774000
Honda,Odyssey,2006,189935,Nigerian used,C,Petrol,Automatic,silver,2026000
Toyota,Sienna,1999,240341,Nigerian used,E,Petrol,Automatic,grey,695000
Nissan,X-Trail,2010,104888,Nigerian used,D,Petrol,Automatic,grey,1820000
Toyota,Highlander,2008,86273,Nigerian used,C,Petrol,Automatic,blue,3845000
Land Rover,Range Rover HSE,2007,170995,Foreign used,D,Petrol,Automatic,black,3395000
Toyota,Camry,2012,165629,Nigerian used,C,Petrol,Automatic,black,3395000
Toyota,Camry,2013,71510,Nigerian used,C,Petrol,Automatic,black,4154000
Mazda,6,2004,298673,Nigerian used,C,Petrol,Automatic,blue,920000
Toyota,Sienna,2014,138163,Nigerian used,C,Petrol,Automatic,white,5420000
Lexus,Rx 300,1999,98454,Nigerian used,C,Petrol,Automatic,white,2250000
Lexus,Es 330,2004,0,Nigerian used,C,Petrol,Automatic,gold,2810000
BMW,5 Series,2004,131573,Nigerian used,D,Petrol,Automatic,green,976250
Toyota,Corolla,2013,191983,Foreign used,C,Petrol,Automatic,white,5050000
Toyota,Hilux,2008,239473,Nigerian used,E,Petrol,Manual,blue,5498000
Nissan,Almera,2005,110045,Nigerian used,E,Petrol,Manual,black,751250
Renault,Duster,2004,29955,Nigerian used,C,Petrol,Automatic,grey,1707500
Toyota,Sienna,2009,127053,Nigerian used,D,Petrol,Automatic,grey,2026000
Mercedes-Benz,GL 450,2006,127589,Nigerian used,C,Petrol,Automatic,grey,2500000
BMW,320i,2008,212354,Nigerian used,E,Petrol,Automatic,white,928400
Hyundai,Ix35,2011,101077,Nigerian used,C,Petrol,Automatic,grey,4520000
Lexus,Rx 330,2004,20922,Foreign used,D,Petrol,Automatic,black,3594000
Toyota,Sienna,1999,159368,Nigerian used,E,Petrol,Automatic,wine,807500
Honda,Pilot,2004,137546,Nigerian used,C,Petrol,Automatic,black,1538750
Toyota,Corolla,1999,148074,Nigerian used,E,Petrol,Automatic,green,526250
Lexus,Rx 350,2008,81131,Nigerian used,C,Petrol,Automatic,gold,4295000
Toyota,Camry,2003,266150,Nigerian used,E,Petrol,Automatic,silver,1595000
Chevrolet,Aveo,2006,182580,Nigerian used,E,Petrol,Manual,blue,582500
Toyota,Sienna,2007,190384,Foreign used,C,Petrol,Automatic,blue,2810000
Kia,Rio,2007,142835,Nigerian used,C,Petrol,Automatic,silver,794000
Mercedes-Benz,C240,2004,299155,Nigerian used,E,Petrol,Automatic,silver,850000
Toyota,Venza,2009,69422,Nigerian used,C,Petrol,Automatic,brown,5082500
Toyota,Camry,1998,197421,Nigerian used,E,Petrol,Automatic,black,807500
Mazda,Cx-7,2011,94440,Foreign used,C,Petrol,Automatic,black,3594000
Skoda,Octavia,2008,155585,Nigerian used,C,Petrol,Manual,black,1130000
Nissan,Pathfinder,1997,285506,Nigerian used,D,Petrol,Automatic,black,695000
Acura,Mdx,2008,201624,Nigerian used,D,Petrol,Automatic,wine,2698000
Toyota,Corolla,2012,76324,Nigerian used,D,Petrol,Automatic,grey,2495000
Toyota,Corolla,2005,119481,Foreign used,C,Petrol,Automatic,gold,2714800
Mercedes-Benz,Glk350,2010,94058,Foreign used,D,Petrol,Automatic,red,8410000
Toyota,Sienna,2002,144742,Nigerian used,D,Petrol,Automatic,silver,1130000
Lexus,Es 300,2002,67845,Nigerian used,C,Petrol,Automatic,silver,1578000
Toyota,Corolla,2010,162650,Nigerian used,E,Petrol,Automatic,black,2250000
Toyota,Corolla,2005,153381,Nigerian used,C,Petrol,Manual,black,850000
Infiniti,Fx,2003,147837,Nigerian used,E,Petrol,Automatic,silver,2026000
Honda,Accord,2003,227795,Nigerian used,E,Petrol,Automatic,black,962000
Honda,Accord,2003,231072,Nigerian used,D,Petrol,Automatic,wine,741250
Chevrolet,Aveo,2006,84354,Nigerian used,D,Petrol,Automatic,blue,682000
Mercedes-Benz,Gl450,2011,82218,Nigerian used,D,Petrol,Automatic,black,5645000
Land Rover,Range Rover Sport,2006,89626,Nigerian used,C,Petrol,Automatic,black,3957500
Mercedes-Benz,Gl450,2008,110507,Nigerian used,E,Petrol,Automatic,silver,2832500
Land Rover,Range Rover Sport,2007,48915,Nigerian used,E,Petrol,Automatic,black,1914000
Honda,Accord,1996,294674,Nigerian used,D,Petrol,Automatic,black,301250
Toyota,Highlander,2010,150201,Foreign used,D,Petrol,Automatic,silver,5645000
Toyota,Camry,2000,216845,Nigerian used,C,Petrol,Automatic,black,807500
Pontiac,Vibe,2005,128304,Nigerian used,C,Petrol,Automatic,blue,1932500
Honda,Accord,2006,143974,Nigerian used,D,Petrol,Automatic,grey,1257500
Honda,Cr-V,2010,110801,Nigerian used,D,Petrol,Automatic,blue,1914000
Mazda,Cx-7,2009,194594,Nigerian used,D,Petrol,Automatic,black,1753750
Honda,Accord Crosstour,2010,91012,Nigerian used,D,Petrol,Automatic,black,2270000
Mitsubishi,L200,2007,154738,Nigerian used,E,Diesel,Manual,white,1707500
Toyota,Camry,2002,124022,Nigerian used,D,Petrol,Automatic,blue,1257500
Dodge,Caravan,2004,356964,Nigerian used,E,Petrol,Automatic,blue,695000
Mercedes-Benz,Gl550,2010,119031,Nigerian used,D,Petrol,Automatic,white,4295000
Toyota,Avensis,2007,131352,Nigerian used,D,Petrol,Automatic,silver,1167500
Mercury,Villager,1999,169252,Nigerian used,E,Petrol,Automatic,wine,797500
Hyundai,Elantra,2012,62777,Nigerian used,C,Petrol,Automatic,white,3170000
Ford,Ranger,2007,13808,Nigerian used,E,Diesel,Manual,blue,920000
Land Rover,Range Rover Vogue,2010,197648,Nigerian used,E,Diesel,Automatic,grey,2045000
Honda,Cr-V,2007,47483,Nigerian used,C,Petrol,Automatic,grey,1707500
Toyota,Camry,2004,155724,Nigerian used,E,Petrol,Automatic,black,1242000
Lexus,GS 350,2010,98889,Foreign used,E,Petrol,Automatic,red,3057500
Honda,Accord,2008,103850,Nigerian used,C,Petrol,Automatic,black,1370000
Toyota,Camry,2009,200705,Foreign used,C,Petrol,Automatic,grey,3258000
Chrysler,300,2006,113316,Nigerian used,D,Petrol,Automatic,black,1088750
Jeep,Liberty,2008,161314,Foreign used,C,Petrol,Automatic,black,4042000
Toyota,Avensis,2007,135917,Nigerian used,C,Petrol,Automatic,silver,1932500
Hyundai,Accent,2009,103980,Nigerian used,E,Petrol,Manual,silver,1018000
Mitsubishi,Montero,2003,194016,Nigerian used,D,Petrol,Automatic,silver,526250
Ford,Econoline,2009,101497,Nigerian used,D,Petrol,Automatic,white,1242000
Honda,Accord,2006,197890,Nigerian used,D,Petrol,Automatic,red,920000
Toyota,Avalon,2008,105654,Nigerian used,C,Petrol,Automatic,wine,1634000
Audi,A7,2013,62161,Foreign used,C,Petrol,Automatic,black,8457500
Mercedes-Benz,Ml350,2006,159847,Nigerian used,D,Petrol,Automatic,black,2607500
Acura,Legend,2002,208163,Nigerian used,E,Petrol,Automatic,black,582500
Kia,Cerato,2009,102633,Nigerian used,D,Petrol,Manual,black,1186000
Lexus,Rx 330,2004,106879,Nigerian used,D,Petrol,Automatic,silver,2138000
Nissan,Altima,2007,230454,Foreign used,D,Petrol,Automatic,grey,1746000
Nissan,Versa,1991,195221,Nigerian used,E,Petrol,Manual,brown,592625
Lexus,Rx 350,2008,76401,Nigerian used,E,Petrol,Automatic,grey,2922000
Peugeot,406,1998,113028,Nigerian used,E,Petrol,Manual,black,570000
Volkswagen,Passat,2013,61462,Nigerian used,C,Petrol,Automatic,grey,2270000
Lexus,Rx 330,2004,243337,Nigerian used,D,Petrol,Automatic,grey,2045000
Honda,Cr-V,2007,306026,Foreign used,C,Petrol,Automatic,red,3057500
Mitsubishi,Montero,2004,266801,Nigerian used,E,Petrol,Automatic,gold,1257500
Toyota,Sienna,2004,264520,Nigerian used,D,Petrol,Automatic,blue,751250
Nissan,Pathfinder,2002,159628,Nigerian used,D,Petrol,Automatic,black,526250
Hyundai,Genesis,2012,619358,Nigerian used,C,Petrol,Automatic,white,3034000
BMW,3 Series,2005,159325,Nigerian used,D,Petrol,Automatic,white,1495000
Lexus,Rx 300,2000,293311,Nigerian used,D,Petrol,Automatic,black,1538750
Nissan,Altima,2015,91262,Foreign used,C,Petrol,Automatic,black,3722500
Honda,Odyssey,2004,247226,Foreign used,E,Petrol,Automatic,grey,1360000
Peugeot,307,2005,258276,Nigerian used,C,Petrol,Automatic,grey,751250
Honda,Accord Crosstour,2010,98345,Nigerian used,C,Petrol,Automatic,black,3395000
Ford,Ranger,2013,31674,Nigerian used,B,Petrol,Manual,black,10090000
Peugeot,307,2002,301989,Nigerian used,D,Petrol,Automatic,silver,751250
Nissan,Versa,2007,283405,Foreign used,E,Petrol,Automatic,grey,1690000
Toyota,Camry,2002,121098,Nigerian used,C,Petrol,Automatic,silver,1370000
Toyota,Solara,2004,165541,Nigerian used,D,Petrol,Automatic,black,1242000
Kia,Sportage,2012,158107,Nigerian used,E,Petrol,Automatic,black,1914000
Hyundai,Santa Fe,2001,217294,Nigerian used,D,Petrol,Manual,orange,491600
Nissan,Xterra,2002,47379,Nigerian used,D,Petrol,Automatic,silver,1145000
Mercedes-Benz,A160,2001,80640,Nigerian used,D,Petrol,Manual,green,962000
Toyota,Camry,2012,43758,Nigerian used,C,Petrol,Automatic,black,3482000
Chevrolet,Nubira,2006,157197,Foreign used,D,Petrol,Manual,gold,1130000
Mercedes-Benz,A140,2000,180948,Nigerian used,E,Petrol,Manual,silver,695000
Honda,Pilot,2003,295724,Nigerian used,D,Petrol,Automatic,green,1242000
Toyota,Avalon,2006,242403,Foreign used,D,Petrol,Automatic,silver,2372500
Toyota,Camry,2011,167899,Foreign used,C,Petrol,Automatic,black,3338750
Lexus,Es,2004,96462,Nigerian used,E,Petrol,Automatic,black,1482500
BMW,X5,2012,106597,Nigerian used,C,Petrol,Automatic,silver,8410000
Nissan,Altima,2009,74772,Nigerian used,D,Petrol,Automatic,black,920000
Toyota,Camry,2002,232785,Nigerian used,C,Petrol,Automatic,silver,1257500
Toyota,Corolla,2005,132558,Foreign used,C,Petrol,Automatic,white,2362000
Ford,Explorer,2002,92742,Nigerian used,C,Petrol,Automatic,white,1242000
Dodge,Caravan,2006,247073,Nigerian used,C,Petrol,Automatic,blue,931250
Land Rover,Range Rover HSE,2008,266831,Nigerian used,C,Petrol,Automatic,black,4154000
Toyota,Highlander,2010,83713,Nigerian used,D,Petrol,Automatic,black,3722500
Mercedes-Benz,CLA250,2017,19480,Foreign used,D,Petrol,Automatic,silver,10360000
Honda,Accord,2003,187857,Nigerian used,D,Petrol,Manual,grey,682000
Lexus,Rx 300,2001,191700,Nigerian used,D,Petrol,Automatic,silver,1482500
Hyundai,Accent,2012,66408,Nigerian used,E,Petrol,Automatic,black,1201250
Lexus,Rx 300,1999,219299,Nigerian used,D,Petrol,Automatic,black,962000
Ford,Escape,2008,148290,Foreign used,D,Petrol,Automatic,blue,1650000
Mitsubishi,L200,2013,67452,Nigerian used,D,Petrol,Manual,white,2474000
Toyota,Camry,2012,105292,Foreign used,D,Petrol,Automatic,silver,4955000
Dodge,Ram,2014,181352,Foreign used,C,Petrol,Automatic,white,5645000
Ford,Edge,2008,223091,Nigerian used,D,Petrol,Automatic,black,1690000
Nissan,Primera,2004,124780,Nigerian used,D,Petrol,Manual,silver,582500
Ford,Escape,2014,107084,Nigerian used,E,Petrol,Automatic,black,3930000
Lexus,Gx,2016,56716,Nigerian used,B,Petrol,Automatic,silver,16895000
Toyota,Camry,2011,110671,Foreign used,D,Petrol,Automatic,grey,3620000
Mercedes-Benz,GL 450,2006,96114,Nigerian used,D,Petrol,Automatic,silver,3706000
Peugeot,206,2009,19400,Nigerian used,C,Petrol,Automatic,silver,1482500
Mercedes-Benz,G63,2003,200845,Nigerian used,C,Petrol,Automatic,black,7895000
Toyota,Avalon,2005,122265,Foreign used,D,Petrol,Automatic,gold,2157500
Toyota,Camry,2007,196591,Nigerian used,D,Petrol,Automatic,silver,2270000
Lexus,Is 250,2006,161718,Foreign used,E,Petrol,Automatic,black,3482000
Nissan,Pathfinder,2005,176424,Nigerian used,D,Petrol,Automatic,wine,906000
Hyundai,Elantra,2014,93640,Nigerian used,C,Petrol,Automatic,silver,2382500
Lexus,Rx 350,2010,67293,Nigerian used,C,Petrol,Automatic,white,7850000
Mercedes-Benz,C300,2008,130756,Nigerian used,C,Petrol,Automatic,white,2832500
Volkswagen,Passat,2012,87373,Nigerian used,D,Petrol,Automatic,silver,2157500
Chrysler,Pt Cruiser,2005,87048,Nigerian used,E,Petrol,Manual,silver,403750
Ford,Explorer,2009,146113,Foreign used,D,Petrol,Automatic,black,3930000
Toyota,Camry,2000,225147,Nigerian used,E,Petrol,Automatic,gold,695000
Toyota,Rav4,2007,125567,Nigerian used,C,Petrol,Automatic,white,2810000
BMW,3 Series,2006,302006,Nigerian used,D,Petrol,Automatic,grey,1257500
Toyota,Camry,2004,194476,Nigerian used,E,Petrol,Automatic,gold,1466000
Land Rover,Range Rover Vogue,2012,98456,Nigerian used,C,Petrol,Automatic,black,8457500
Toyota,Corolla,2013,130027,Nigerian used,E,Petrol,Automatic,black,1707500
Toyota,Sienna,1999,234699,Nigerian used,E,Petrol,Automatic,brown,682000
Toyota,Tundra,2016,62843,Foreign used,D,Petrol,Automatic,white,20260000
Honda,Pilot,2003,151451,Nigerian used,D,Petrol,Automatic,grey,1482500
Dodge,Charger,2015,118189,Foreign used,C,Petrol,Automatic,black,12330000
Toyota,Camry,2008,199111,Nigerian used,E,Petrol,Automatic,silver,2810000
Toyota,Rav4,2007,232545,Foreign used,C,Petrol,Automatic,black,3146000
Toyota,Highlander,2002,42320,Nigerian used,D,Petrol,Automatic,blue,1578000
Infiniti,Qx,2001,136883,Nigerian used,E,Petrol,Automatic,silver,695000
Lexus,Gx,2003,72688,Nigerian used,D,Petrol,Automatic,blue,2810000
Toyota,Corolla,2007,0,Nigerian used,D,Petrol,Manual,silver,976250
Ford,Explorer,2002,245960,Nigerian used,D,Petrol,Automatic,black,1354000
Land Rover,Discovery,2011,74309,Nigerian used,D,Petrol,Automatic,black,3395000
Honda,Pilot,2003,139251,Nigerian used,C,Petrol,Automatic,black,1482500
Toyota,Camry,2001,175978,Nigerian used,D,Petrol,Automatic,green,695000
Mercedes-Benz,Clk500,2006,16517,Foreign used,D,Petrol,Automatic,silver,1802000
Toyota,Camry,2002,257150,Foreign used,C,Petrol,Automatic,white,2026000
Mercedes-Benz,Ml350,2014,129510,Nigerian used,C,Petrol,Automatic,black,9582500
Toyota,Avensis,2003,85124,Nigerian used,E,Petrol,Automatic,silver,1010000
Toyota,Venza,2009,45597,Nigerian used,D,Petrol,Automatic,red,4407500
Toyota,Avensis,2008,299787,Foreign used,D,Petrol,Manual,grey,1354000
Honda,Accord,2006,204791,Nigerian used,D,Petrol,Automatic,silver,850000
Volkswagen,CC,2009,123816,Foreign used,E,Petrol,Automatic,black,2045000
Honda,Accord,2009,103704,Nigerian used,E,Petrol,Automatic,black,1130000
Toyota,Rav4,2010,90566,Foreign used,E,Petrol,Automatic,green,5082500
Land Rover,Discovery,2016,23916,Foreign used,E,Petrol,Automatic,white,16895000
Toyota,Corolla,2010,124928,Nigerian used,C,Petrol,Manual,black,1354000
Nissan,Sentra,2013,154556,Nigerian used,E,Petrol,Automatic,black,2045000
Toyota,Camry,2012,9780,Nigerian used,D,Petrol,Automatic,grey,3594000
Toyota,Camry,2010,349180,Nigerian used,E,Petrol Electric,Automatic,silver,1914000
Lexus,Rx 300,2000,259566,Nigerian used,D,Petrol,Automatic,black,1145000
Infiniti,Qx,1997,172205,Nigerian used,E,Petrol,Automatic,black,470000
Toyota,Corolla,2010,192966,Nigerian used,D,Petrol,Automatic,grey,2485000
Toyota,Corolla,2005,157719,Foreign used,E,Petrol,Manual,grey,2138000
Mazda,6,2009,119795,Foreign used,D,Petrol,Automatic,red,1466000
Toyota,Camry,2017,63668,Foreign used,D,Petrol,Automatic,grey,7895000
Mazda,Cx-7,2011,167807,Foreign used,C,Petrol,Automatic,black,2045000
Honda,Accord,1999,140011,Nigerian used,E,Petrol,Manual,wine,357500
Toyota,Avalon,2000,271432,Nigerian used,D,Petrol,Automatic,silver,815000
Toyota,Rav4,2008,0,Nigerian used,E,Petrol,Automatic,black,2832500
Nissan,Altima,2011,141939,Foreign used,D,Petrol,Automatic,wine,2832500
Honda,Accord,2008,101131,Nigerian used,E,Petrol,Automatic,red,1466000
Toyota,Sienna,2008,216198,Nigerian used,D,Petrol,Automatic,blue,1472500
Honda,Accord,1998,212565,Nigerian used,D,Petrol,Automatic,silver,626000
Toyota,Avalon,2000,295438,Nigerian used,D,Petrol,Automatic,red,1130000
Toyota,Camry,2009,249816,Foreign used,E,Petrol,Automatic,gold,3282500
Jeep,Wrangler,2016,29530,Nigerian used,C,Petrol,Automatic,grey,15130000
Toyota,Sienna,2002,125470,Nigerian used,D,Petrol,Automatic,gold,807500
Toyota,Highlander,2012,138345,Foreign used,C,Petrol,Automatic,grey,7850000
Acura,Mdx,2004,167458,Foreign used,C,Petrol,Automatic,brown,1914000
Acura,Rdx,2008,106384,Nigerian used,D,Petrol,Automatic,grey,1932500
Kia,Optima,2014,131045,Nigerian used,C,Petrol,Automatic,silver,2945000
Toyota,Rav4,2007,93958,Nigerian used,D,Petrol,Automatic,blue,2474000
Toyota,Camry,2010,0,Nigerian used,E,Petrol,Automatic,grey,2026000
Nissan,Rogue,2012,162211,Nigerian used,C,Petrol,Automatic,silver,2922000
Toyota,Corolla,2014,61010,Nigerian used,B,Petrol,Automatic,white,4070000
Volvo,Xc90,2004,122771,Nigerian used,D,Petrol,Automatic,blue,863500
Lexus,Is 250,2008,130165,Foreign used,E,Petrol,Automatic,blue,3818000
Toyota,Corolla,2005,146830,Nigerian used,D,Petrol,Automatic,silver,1595000
Ford,Focus,2012,125997,Nigerian used,E,Petrol,Automatic,white,1130000
Toyota,Camry,2006,125399,Nigerian used,E,Petrol,Automatic,black,1354000
Chevrolet,Uplander,2008,75538,Foreign used,D,Petrol,Automatic,grey,1145000
Nissan,Qashqai,2013,69635,Nigerian used,D,Petrol,Automatic,black,2586000
Isuzu,Rodeo,1998,157426,Nigerian used,D,Petrol,Automatic,silver,751250
Toyota,Highlander,2002,141654,Nigerian used,D,Petrol,Automatic,blue,1522000
Honda,Pilot,2007,151274,Foreign used,C,Petrol,Automatic,grey,2250000
Toyota,Matrix,2009,44927,Foreign used,E,Petrol,Automatic,silver,3202000
Ford,Focus,2014,89622,Nigerian used,D,Petrol,Automatic,silver,1482500
Honda,Accord,2008,112266,Nigerian used,C,Petrol,Automatic,black,1690000
Toyota,Land Cruiser Prado,2004,96287,Nigerian used,D,Petrol,Automatic,black,2270000
Volkswagen,Passat,2011,0,Nigerian used,D,Petrol,Automatic,black,1820000
Mercedes-Benz,Ml350,2006,143975,Nigerian used,C,Petrol,Automatic,white,2720000
Kia,Optima,2010,86583,Foreign used,C,Petrol,Automatic,silver,2586000
BMW,3 Series,2000,223655,Nigerian used,E,Petrol,Automatic,blue,1634000
Honda,Accord,2014,122177,Nigerian used,C,Petrol,Automatic,blue,6207500
Toyota,Rav4,2010,75393,Foreign used,C,Petrol,Automatic,green,6506000
Ford,Mondeo,1997,180332,Nigerian used,E,Petrol,Automatic,silver,357500
Mitsubishi,L200,2014,53805,Nigerian used,E,Petrol,Manual,white,2810000
Nissan,Maxima,2007,220976,Foreign used,D,Petrol,Automatic,silver,1347500
Toyota,Camry,2008,87600,Nigerian used,D,Petrol,Automatic,blue,2495000
Hyundai,Sonata,2006,160724,Foreign used,C,Petrol,Automatic,grey,2250000
Volvo,S40,2001,171708,Nigerian used,D,Petrol,Automatic,grey,582500
Chevrolet,Equinox,2012,7599,Nigerian used,C,Petrol,Automatic,blue,7332500
Nissan,Pathfinder,2005,96486,Nigerian used,D,Petrol,Automatic,black,863750
Nissan,Pathfinder,2001,184996,Nigerian used,D,Petrol,Automatic,black,695000
Hyundai,Accent,2014,76531,Nigerian used,D,Petrol,Automatic,black,1595000
Acura,Tl,2005,178644,Nigerian used,D,Petrol,Automatic,silver,1354000
Toyota,Avalon,2011,122287,Foreign used,D,Petrol,Automatic,white,4126250
BMW,7 Series,2008,78075,Foreign used,C,Petrol,Automatic,black,4171250
Toyota,Sienna,2014,80778,Foreign used,D,Petrol,Automatic,black,4602000
Toyota,Rav4,2010,121504,Foreign used,E,Petrol,Automatic,black,3370000
Toyota,Sienna,2003,258451,Nigerian used,E,Petrol,Automatic,white,976250
Hyundai,Accent,2012,149511,Nigerian used,E,Petrol,Automatic,black,1932500
Honda,Accord,2003,209486,Nigerian used,D,Petrol,Automatic,silver,853750
BMW,5 Series,2004,63686,Nigerian used,D,Petrol,Automatic,brown,1370000
Hyundai,Accent,2011,71854,Nigerian used,C,Petrol,Automatic,grey,1932500
Lexus,Rx 350,2009,0,Nigerian used,C,Petrol,Automatic,black,4490000
Peugeot,307,2004,193826,Foreign used,C,Petrol,Automatic,grey,1763750
Toyota,Hilux,2012,122660,Nigerian used,D,Petrol,Manual,white,5050000
Toyota,Sequoia,2003,95620,Nigerian used,E,Petrol,Automatic,ash,920000
Kia,Cerato,2015,74169,Nigerian used,E,Petrol,Automatic,red,2250000
Kia,Optima,2012,139498,Nigerian used,D,Petrol,Automatic,black,3057500
Kia,Cerato,2007,169050,Nigerian used,D,Petrol,Automatic,silver,695000
Toyota,Corolla,2015,96305,Foreign used,D,Petrol,Automatic,grey,4970000
Toyota,Rav4,2006,132384,Nigerian used,C,Petrol,Automatic,black,2270000
Ford,F-150,1997,138914,Nigerian used,E,Petrol,Automatic,black,1130000
