manufacturer,model,year,mileage,selling_condition,grade,fuel,transmission,color,price
Toyota,Highlander,2006,250231,Foreign used,D,Hybrid,Automatic,silver,2382500
Kia,Sedona,2004,170671,Nigerian used,E,Petrol,Automatic,silver,582500
Mercedes-Benz,Glk350,2010,48342,Nigerian used,C,Petrol,Automatic,blue,4490000
Kia,Spectra,2006,85665,Foreign used,C,Petrol,Manual,gold,1697500
Honda,Cr-V,2014,0,Nigerian used,E,Petrol,Automatic,grey,2832500
Toyota,Corolla,2007,190922,Nigerian used,E,Petrol,Automatic,silver,1876250
Toyota,Corolla,2003,299999,Nigerian used,D,Petrol,Automatic,red,1313750
Mercedes-Benz,Ml350,2012,185166,Foreign used,D,Diesel,Automatic,white,10145000
Ford,Escape,2010,153201,Foreign used,C,Petrol,Automatic,black,3057500
Ford,Ranger,2013,249590,Nigerian used,C,Petrol,Manual,black,3370000
Mercedes-Benz,E320,2003,52033,Nigerian used,C,Petrol,Automatic,black,1707500
Suzuki,Every Wagon,1998,156793,Nigerian used,E,Petrol,Automatic,white,962000
Lexus,Ls,2007,111338,Nigerian used,C,Petrol,Automatic,black,2810000
Foton,Aumark,2008,32800,Nigerian used,E,Diesel,Manual,grey,1145000
Mercedes-Benz,Gl450,2007,88494,Nigerian used,C,Petrol,Automatic,silver,3395000
Chevrolet,Uplander,2006,0,Nigerian used,E,Petrol,Automatic,wine,592400
Mercedes-Benz,E550,2011,14196,Nigerian used,C,Petrol,Automatic,silver,5050000
Toyota,Avensis,2007,234584,Nigerian used,D,Petrol,Automatic,blue,1370000
Toyota,Rav4,2005,289628,Foreign used,E,Petrol,Automatic,blue,1970000
Nissan,Xterra,2007,104142,Nigerian used,E,Petrol,Automatic,wine,976250
Toyota,Sienna,1998,235690,Nigerian used,D,Petrol,Automatic,black,841250
Toyota,4Runner,2003,187211,Nigerian used,D,Petrol,Automatic,silver,1257500
Toyota,Sienna,2014,313939,Nigerian used,D,Petrol,Automatic,grey,3620000
Toyota,Corolla,2003,197610,Foreign used,D,Petrol,Automatic,silver,2698000
Honda,Accord,2007,209534,Nigerian used,E,Petrol,Automatic,grey,741250
Peugeot,307,2008,668178,Nigerian used,E,Petrol,Manual,blue,536400
Hyundai,County,2011,0,Nigerian used,E,Diesel,Manual,white,1145000
Toyota,Sienna,2008,210193,Foreign used,C,Petrol,Automatic,white,3001250
Toyota,Tacoma,2017,46056,Foreign used,B,Petrol,Automatic,silver,22410000
Acura,Rdx,2008,109,Foreign used,C,Petrol,Automatic,black,2810000
Mazda,Tribute,2006,175990,Nigerian used,E,Petrol,Automatic,grey,906000
Lexus,CT 200h,2011,32096,Foreign used,C,Petrol Electric,Automatic,grey,13450000
Mitsubishi,Pajero,2003,143414,Nigerian used,E,Petrol,Automatic,gold,1145000
Mercedes-Benz,C300,2009,170917,Foreign used,C,Petrol,Automatic,black,4407500
Peugeot,206,2002,246267,Foreign used,C,Petrol,Automatic,black,1370000
Mercedes-Benz,C300,2010,146891,Foreign used,D,Petrol,Automatic,gold,4210000
Audi,A6,2006,97355,Nigerian used,D,Petrol,Automatic,blue,1145000
Toyota,Corolla,2011,167684,Nigerian used,D,Petrol,Automatic,black,1528750
Lexus,Es 300,2003,205043,Foreign used,C,Petrol,Automatic,black,2270000
BMW,7 Series,2003,188756,Nigerian used,E,Petrol,Automatic,blue,2810000
Toyota,Matrix,2004,235561,Nigerian used,C,Petrol,Automatic,blue,1522000
Mercedes-Benz,C300,2009,192246,Foreign used,C,Petrol,Automatic,grey,4295000
Ford,Explorer,2002,265138,Nigerian used,D,Petrol,Automatic,green,797500
Toyota,Camry,2005,419729,Foreign used,E,Petrol,Automatic,grey,2362000
Mercedes-Benz,E350,2012,48701,Nigerian used,C,Petrol,Automatic,white,6207500
Honda,Odyssey,2006,216052,Nigerian used,C,Petrol,Automatic,black,1100000
Toyota,Corolla,2009,169180,Foreign used,C,Petrol,Automatic,grey,2832500
Toyota,Highlander,2006,85602,Nigerian used,C,Petrol,Automatic,grey,3057500
Kia,Rio,2011,118481,Nigerian used,D,Petrol,Manual,black,751250
Toyota,Sequoia,2005,187533,Nigerian used,D,Petrol,Automatic,black,1242000
Mercedes-Benz,C300,2009,157093,Foreign used,C,Petrol,Automatic,black,4745000
Nissan,Quest,2000,120213,Nigerian used,D,Petrol,Automatic,green,470000
Lexus,Rx 330,2004,106827,Nigerian used,C,Petrol,Automatic,silver,2832500
Honda,Accord,2003,182420,Nigerian used,D,Petrol,Automatic,grey,939600
Toyota,Camry,2008,102654,Nigerian used,C,Petrol,Automatic,red,2045000
Acura,Mdx,2009,126288,Nigerian used,C,Petrol,Automatic,grey,1690000
Hyundai,Accent,2008,148113,Nigerian used,E,Petrol,Manual,black,402000
BMW,X1,2004,182383,Nigerian used,E,Petrol,Automatic,blue,570000
Toyota,Highlander,2004,168621,Nigerian used,C,Petrol,Automatic,black,1595000
Lexus,GS 350,2008,191411,Foreign used,D,Petrol,Automatic,black,3706000
Nissan,NV350,2013,111111,Nigerian used,E,Petrol,Manual,white,2810000
Toyota,Sienna,2004,303483,Nigerian used,E,Petrol,Automatic,gold,1354000
Acura,Rdx,2008,166360,Nigerian used,D,Petrol,Automatic,black,3594000
Toyota,Tundra,2005,116676,Foreign used,C,Petrol,Automatic,grey,5050000
Ford,Edge,2019,6241,Nigerian used,B,Petrol,Automatic,silver,10925000
Toyota,Land Cruiser Prado,2006,75105,Nigerian used,D,Petrol,Automatic,black,4042000
Lexus,Is 250,2006,88840,Nigerian used,D,Petrol,Automatic,grey,2810000
Toyota,Camry,2007,119036,Nigerian used,C,Petrol,Automatic,silver,1914000
Toyota,Avensis,2007,131813,Nigerian used,D,Petrol,Automatic,silver,906000
Chevrolet,Malibu,2008,0,Nigerian used,D,Petrol,Automatic,gold,906000
Nissan,Pathfinder,2002,178682,Nigerian used,D,Petrol,Automatic,gold,695000
Toyota,Sienna,2001,306899,Nigerian used,C,Petrol,Automatic,red,1690000
Toyota,Highlander,2004,183618,Nigerian used,D,Petrol,Automatic,gold,1820000
Toyota,Sequoia,2004,96606,Nigerian used,D,Petrol,Automatic,black,1018000
Honda,Pilot,2006,110130,Foreign used,D,Petrol,Automatic,silver,2832500
Nissan,Quest,2004,0,Nigerian used,E,Petrol,Automatic,grey,626000
Ford,Edge,2011,0,Foreign used,E,Petrol,Automatic,black,3272500
Honda,Odyssey,2004,254028,Nigerian used,E,Petrol,Automatic,grey,582500
Toyota,Corolla,2004,101212,Foreign used,E,Petrol,Automatic,silver,2157500
BMW,X5,2009,122246,Nigerian used,E,Petrol,Automatic,black,2832500
Kia,Cerato,2012,91579,Nigerian used,D,Petrol,Automatic,black,2270000
Honda,Accord,2014,110491,Nigerian used,D,Petrol,Automatic,white,3395000
Toyota,Camry,2015,153448,Foreign used,D,Petrol,Automatic,black,5386000
Lexus,Rx 350,2009,188027,Nigerian used,C,Petrol,Automatic,grey,3113750
Ford,Ranger,2012,167314,Nigerian used,C,Petrol,Manual,black,3732500
BMW,X5,2005,162812,Nigerian used,D,Petrol,Automatic,silver,1022500
Toyota,Corolla,2006,275511,Nigerian used,D,Petrol,Manual,black,863750
Lexus,Es 350,2007,113346,Nigerian used,C,Petrol,Automatic,black,3957500
Lexus,Es,2005,102119,Foreign used,C,Petrol,Automatic,black,2945000
Mercedes-Benz,Ml350,2008,0,Nigerian used,D,Petrol,Automatic,black,2720000
Honda,Accord,2015,64860,Foreign used,E,Petrol,Automatic,white,5082500
Toyota,Camry,2000,96556,Nigerian used,D,Petrol,Automatic,green,863750
Toyota,Corolla,2015,46221,Foreign used,D,Petrol,Automatic,grey,6545000
Honda,Cr-V,2011,120958,Foreign used,E,Petrol,Automatic,black,3610000
Toyota,Hilux,2008,148044,Nigerian used,D,Petrol,Manual,white,3057500
Honda,Accord,2013,43546,Nigerian used,D,Petrol,Automatic,grey,5082500
Toyota,Camry,2003,306395,Nigerian used,D,Petrol,Automatic,blue,1370000
Honda,Accord,2013,52056,Nigerian used,C,Petrol,Automatic,black,3957500
Toyota,Camry,1999,355951,Nigerian used,E,Petrol,Automatic,yellow,413750
Toyota,Corolla,1998,195611,Nigerian used,D,Petrol,Manual,blue,672500
Mercedes-Benz,Gl450,2012,100246,Nigerian used,C,Petrol,Automatic,black,9582500
Toyota,Highlander,2008,182940,Foreign used,C,Petrol,Automatic,silver,4970000
Ford,Escape,2009,263125,Foreign used,E,Petrol,Automatic,black,2832500
Hyundai,Ix35,2011,118581,Nigerian used,C,Petrol,Automatic,grey,1932500
Lexus,Rx 300,2001,110768,Nigerian used,D,Petrol,Automatic,silver,1145000
Lexus,Rx 300,2001,219518,Nigerian used,D,Petrol,Automatic,silver,1595000
Toyota,Corolla,2003,271284,Foreign used,C,Petrol,Automatic,white,2157500
Mercedes-Benz,C240,2002,150243,Foreign used,C,Petrol,Automatic,black,1032500
Mercedes-Benz,ML430,1999,271311,Nigerian used,D,Petrol,Automatic,red,807500
Suzuki,Grand Vitara,2009,119448,Nigerian used,D,Petrol,Automatic,silver,1538750
Honda,Pilot,2012,131346,Nigerian used,C,Petrol,Automatic,black,4520000
Mercedes-Benz,GLE450,2018,5760,Nigerian used,C,Petrol,Automatic,red,37145000
Toyota,Camry,2002,2908,Nigerian used,D,Petrol,Automatic,blue,1145000
Toyota,Corolla,2003,0,Nigerian used,D,Petrol,Automatic,grey,1538750
Toyota,Camry,2009,85257,Nigerian used,C,Petrol,Automatic,grey,2663750
Volkswagen,CC,2013,71244,Nigerian used,C,Petrol,Automatic,grey,2935000
Saturn,VUE,2007,159324,Foreign used,C,Petrol,Automatic,silver,2101250
Toyota,Sienna,1999,0,Nigerian used,E,Petrol,Automatic,gold,807500
Nissan,Armada,2004,159061,Nigerian used,D,Petrol,Automatic,grey,1145000
Honda,Cr-V,1999,169543,Nigerian used,E,Petrol,Automatic,silver,751250
Toyota,Matrix,2004,125888,Nigerian used,E,Petrol,Automatic,yellow,1392500
Hyundai,Sonata,2011,146206,Foreign used,C,Petrol,Automatic,blue,2832500
Lexus,Rx 330,2005,154341,Nigerian used,D,Petrol,Automatic,black,3170000
Lexus,Rx 300,1999,143810,Nigerian used,D,Petrol,Automatic,gold,1191250
Honda,Accord,2003,109738,Nigerian used,D,Petrol,Automatic,black,582500
Honda,Accord Crosstour,2010,125624,Nigerian used,D,Petrol,Automatic,silver,2270000
Toyota,Corolla,2003,39936,Nigerian used,C,Petrol,Automatic,beige,1426250
Toyota,Yaris,2013,181142,Nigerian used,C,Petrol,Manual,black,1595000
Toyota,Camry,2007,111509,Nigerian used,D,Petrol,Automatic,red,1595000
Kia,Cerato,2013,134758,Nigerian used,C,Petrol,Automatic,blue,2045000
Ford,Edge,2008,224799,Nigerian used,C,Petrol,Automatic,wine,2035000
Honda,Accord,2011,90062,Nigerian used,D,Petrol,Automatic,silver,1482500
Dodge,Ram,2005,119210,Nigerian used,E,Petrol,Automatic,grey,1482500
Honda,Accord,1998,250836,Nigerian used,E,Petrol,Automatic,green,313750
Peugeot,407,2005,0,Nigerian used,D,Petrol,Automatic,red,1257500
Nissan,Pathfinder,2005,0,Nigerian used,E,Petrol,Automatic,grey,1370000
Toyota,Corolla,2012,13975,Foreign used,B,Petrol,Automatic,black,4295000
Toyota,Camry,2009,68905,Nigerian used,D,Petrol,Automatic,black,2213750
Honda,Accord,2013,115698,Nigerian used,E,Petrol,Automatic,grey,3732500
Peugeot,308,2008,219073,Nigerian used,C,Petrol,Automatic,silver,1257500
Honda,Accord,2009,181181,Foreign used,C,Petrol,Automatic,black,2832500
Mercedes-Benz,R350,2009,195219,Foreign used,C,Petrol,Automatic,white,3385000
Mercedes-Benz,E500,2004,138063,Nigerian used,D,Petrol,Automatic,black,1707500
Hyundai,Santa Fe,2012,67456,Nigerian used,C,Petrol,Automatic,silver,2260000
Mercedes-Benz,Ml350,2002,190198,Nigerian used,D,Petrol,Automatic,black,572500
Audi,Q7,2012,125758,Nigerian used,C,Petrol,Automatic,black,9582500
Honda,Accord,2008,143811,Nigerian used,C,Petrol,Automatic,white,1257500
Toyota,Camry,2010,117360,Foreign used,C,Petrol,Automatic,silver,3057500
Renault,Logan,2013,47833,Nigerian used,D,Petrol,Manual,black,695000
Honda,Accord,2009,122632,Nigerian used,C,Petrol,Automatic,black,3845000
Land Rover,Range Rover Sport,2006,60229,Nigerian used,D,Petrol,Automatic,blue,2832500
Peugeot,406,2002,99999,Nigerian used,D,Petrol,Manual,blue,1472500
Peugeot,308,2008,138989,Nigerian used,C,Petrol,Automatic,black,1707500
Land Rover,Lr2,2008,146207,Foreign used,D,Petrol,Automatic,gold,3160000
Toyota,Corolla,2016,35498,Foreign used,D,Petrol,Automatic,grey,6432500
Jaguar,S-Type,1999,132138,Nigerian used,C,Petrol,Automatic,black,920000
Lexus,Es 350,2011,103295,Nigerian used,D,Petrol,Automatic,grey,3395000
Toyota,Corolla,2017,40070,Nigerian used,B,Petrol,Duplex,blue,6207500
Toyota,Corolla,2014,193566,Nigerian used,C,Petrol,Duplex,black,3957500
Kia,Cerato,2019,6356,Nigerian used,B,Petrol,Automatic,black,8457500
Toyota,Highlander,2008,127260,Nigerian used,C,Petrol,Automatic,black,4520000
Audi,A4,2007,128727,Foreign used,E,Petrol,Automatic,silver,1707500
Toyota,Corolla,2014,134789,Nigerian used,C,Petrol,Automatic,silver,3957500
Toyota,Corolla,2014,103696,Nigerian used,C,Petrol,Automatic,black,3957500
Ford,Escape,2008,192120,Nigerian used,D,Petrol,Automatic,red,1482500
Hyundai,Creta,2016,73731,Nigerian used,C,Petrol,Automatic,silver,6770000
Toyota,Corolla,2014,117793,Nigerian used,C,Petrol,Automatic,black,3957500
Nissan,Pathfinder,2001,165828,Nigerian used,E,Petrol,Automatic,green,920000
Toyota,Rav4,2007,112226,Foreign used,C,Petrol,Automatic,gold,3507500
Infiniti,Qx,2003,176889,Nigerian used,E,Petrol,Automatic,brown,797500
Toyota,HiAce,2005,200932,Nigerian used,E,Petrol,Automatic,black,3395000
Kia,Optima,2010,85664,Foreign used,C,Petrol,Automatic,silver,2382500
Hyundai,Creta,2016,62275,Nigerian used,C,Petrol,Automatic,blue,6207500
Kia,Cerato,2019,6413,Nigerian used,A,Petrol,Automatic,silver,8457500
Toyota,Corolla,2014,173854,Nigerian used,D,Petrol,Duplex,silver,3957500
Toyota,Corolla,2014,159948,Nigerian used,C,Petrol,Duplex,silver,3957500
Honda,Civic,2010,164378,Nigerian used,D,Petrol,Automatic,grey,1032500
Kia,Cerato,2019,8949,Nigerian used,B,Petrol,Automatic,black,8457500
Honda,Civic,2011,82706,Nigerian used,C,Petrol,Automatic,black,2832500
Honda,Accord,2003,117234,Nigerian used,C,Petrol,Automatic,black,695000
Ford,Escape,2014,44655,Nigerian used,C,Petrol,Automatic,silver,5645000
Honda,Pilot,2008,173255,Nigerian used,D,Petrol,Automatic,red,1707500
Nissan,Maxima,2001,326952,Nigerian used,E,Petrol,Automatic,blue,582500
Lexus,Es 350,2009,93497,Nigerian used,C,Petrol,Automatic,red,3385000
Toyota,Corolla,2017,19717,Foreign used,C,Petrol,Automatic,silver,9357500
Mercedes-Benz,C180,2001,316665,Nigerian used,E,Petrol,Automatic,silver,920000
Ford,Escape,2008,201082,Foreign used,C,Petrol,Automatic,grey,2607500
Acura,Mdx,2004,182161,Nigerian used,D,Petrol,Automatic,gold,1145000
Toyota,Highlander,2002,106334,Nigerian used,D,Petrol,Automatic,silver,1707500
Mercedes-Benz,C350,2010,122657,Nigerian used,C,Petrol,Automatic,brown,3620000
Toyota,Camry,2003,109262,Nigerian used,E,Petrol,Automatic,brown,1032500
Mercedes-Benz,Gl450,2008,122222,Foreign used,C,Petrol,Automatic,green,6545000
Lexus,Is 250,2008,212670,Foreign used,C,Petrol,Automatic,black,2832500
Mercedes-Benz,E320,2003,72855,Nigerian used,D,Petrol,Automatic,silver,1257500
Honda,Accord,2008,92502,Nigerian used,C,Petrol,Automatic,silver,1763750
Mazda,Cx-7,2009,194538,Nigerian used,C,Petrol,Automatic,black,2270000
Honda,Accord,2004,77495,Nigerian used,C,Petrol,Automatic,black,998750
Mercedes-Benz,Ml500,2006,82908,Nigerian used,E,Petrol,Automatic,black,2832500
Toyota,Highlander,2003,126459,Foreign used,D,Petrol,Automatic,black,3170000
Audi,A4,2000,381801,Foreign used,D,Petrol,Manual,blue,695000
Mazda,323,2000,288530,Nigerian used,E,Petrol,Manual,blue,807500
Chrysler,300,2010,48241,Nigerian used,C,Petrol,Automatic,white,1595000
Honda,Pilot,2007,79873,Foreign used,E,Petrol,Automatic,black,1763750
Nissan,Pathfinder,2003,0,Nigerian used,D,Petrol,Automatic,silver,807500
BMW,7 Series,2009,82742,Foreign used,D,Petrol,Automatic,black,6770000
Volkswagen,Passat,2003,351379,Foreign used,C,Petrol,Manual,blue,920000
Land Rover,Range Rover Sport,2008,65687,Nigerian used,D,Petrol,Automatic,red,4182500
Acura,Mdx,2010,57429,Foreign used,E,Petrol,Automatic,red,3957500
Lexus,Rx 330,2004,0,Nigerian used,D,Petrol,Automatic,silver,2438750
Mercedes-Benz,C350,2009,77475,Nigerian used,C,Petrol,Automatic,grey,3395000
Mercedes-Benz,E350,2006,295335,Nigerian used,E,Petrol,Automatic,grey,1370000
Honda,Accord Crosstour,2010,109898,Nigerian used,C,Petrol,Automatic,grey,2382500
Toyota,Sequoia,2001,235487,Nigerian used,D,Petrol,Automatic,red,751250
Lexus,Is 200,2016,130124,Nigerian used,C,Petrol,Automatic,grey,11832500
BMW,5 Series,2008,69211,Nigerian used,E,Petrol,Automatic,black,2822500
Mazda,Mpv,2001,225720,Nigerian used,D,Petrol,Automatic,silver,861625
Toyota,Camry,2012,141048,Foreign used,D,Petrol,Automatic,black,4520000
Toyota,Highlander,2002,157329,Nigerian used,D,Petrol,Automatic,silver,1482500
Acura,Mdx,2012,76943,Nigerian used,C,Petrol,Automatic,black,3957500
Land Rover,Lr3,2006,164373,Nigerian used,D,Petrol,Automatic,black,1707500
Kia,Rio,2018,45846,Nigerian used,C,Petrol,Automatic,red,3957500
Toyota,Corolla,2010,345675,Nigerian used,C,Petrol,Automatic,grey,2382500
Hyundai,I10,2011,188400,Nigerian used,D,Petrol,Manual,silver,526250
Suzuki,Swift,2012,38973,Nigerian used,C,Petrol,Automatic,red,2270000
Hyundai,Sonata,2011,76696,Nigerian used,D,Petrol,Automatic,red,3226250
Toyota,Venza,2013,48789,Foreign used,E,Petrol,Automatic,red,5645000
Ford,Explorer,2013,271555,Nigerian used,E,Petrol,Automatic,white,3957500
Lexus,Rx 300,2001,97519,Nigerian used,C,Petrol,Automatic,black,1426250
Honda,Accord,2008,101546,Nigerian used,D,Petrol,Automatic,red,920000
Lexus,Rx 350,2010,91297,Nigerian used,C,Petrol,Automatic,black,6095000
Toyota,Sienna,2000,198003,Nigerian used,E,Petrol,Automatic,green,976250
Honda,Accord,1992,254221,Nigerian used,E,Petrol,Automatic,red,291250
GMC,Acadia,2008,1,Nigerian used,D,Petrol,Automatic,black,976250
Land Rover,Range Rover Sport,2010,74345,Nigerian used,C,Petrol,Automatic,white,3395000
Toyota,Camry,2012,83009,Nigerian used,D,Petrol,Automatic,black,3620000
Nissan,Pathfinder,2000,234628,Nigerian used,C,Petrol,Manual,grey,807500
Mercedes-Benz,E200,2002,166031,Nigerian used,E,Petrol,Automatic,blue,920000
Toyota,Camry,2007,146446,Nigerian used,D,Petrol,Automatic,blue,2270000
Dodge,Charger,2012,150076,Foreign used,C,Petrol,Automatic,blue,4295000
Lexus,Ls,2008,69263,Nigerian used,E,Petrol,Automatic,black,11270000
Honda,Accord,2006,280059,Foreign used,C,Petrol,Automatic,grey,1595000
Toyota,Sienna,2005,207319,Nigerian used,C,Petrol,Automatic,gold,2270000
Lexus,Es 350,2011,90017,Nigerian used,E,Petrol,Automatic,grey,3930000
Lexus,Gx470,2004,212852,Foreign used,C,Petrol,Automatic,blue,3732500
Honda,Pilot,2013,90164,Foreign used,D,Petrol,Automatic,grey,5070000
Peugeot,206,2004,96915,Nigerian used,D,Petrol,Manual,black,807500
Mercedes-Benz,C240,2005,194340,Foreign used,B,Petrol,Automatic,black,3170000
Hyundai,Elantra,2013,148549,Nigerian used,C,Petrol,Automatic,brown,2270000
Ford,Ranger,2010,113588,Nigerian used,E,Diesel,Manual,silver,1932500
Lexus,Rx 300,2005,123130,Nigerian used,C,Petrol,Automatic,black,3395000
Nissan,Sunny,2006,283212,Nigerian used,D,Petrol,Automatic,white,751250
Toyota,Sequoia,2003,119905,Nigerian used,D,Petrol,Automatic,silver,2270000
Land Rover,Range Rover Sport,2012,108321,Nigerian used,C,Petrol,Automatic,black,9020000
Honda,Accord,2006,148309,Nigerian used,D,Petrol,Automatic,black,920000
Kia,Cerato,2011,147323,Nigerian used,D,Petrol,Automatic,black,830000
Honda,Cr-V,2016,19001,Foreign used,D,Petrol,Automatic,blue,7895000
Infiniti,Fx,2003,183420,Nigerian used,E,Petrol,Automatic,white,1145000
Hyundai,Sonata,2011,132590,Nigerian used,C,Petrol,Automatic,silver,2945000
Toyota,Highlander,2003,334769,Nigerian used,D,Petrol,Automatic,blue,1595000
Toyota,Land Cruiser Prado,2012,198813,Nigerian used,D,Petrol,Automatic,black,9020000
Mercedes-Benz,C300,2012,531,Nigerian used,E,Petrol,Automatic,white,2832500
Kia,Sorento,2003,354888,Nigerian used,E,Petrol,Automatic,black,807500
Mercedes-Benz,Ml63 Amg,2008,102118,Nigerian used,D,Petrol,Automatic,black,3957500
Ford,F-150,2008,0,Foreign used,C,Petrol,Automatic,white,3620000
Hyundai,Accent,2008,198948,Nigerian used,E,Petrol,Manual,blue,413750
Nissan,Pathfinder,2007,99267,Foreign used,C,Petrol,Automatic,black,1820000
Kia,Sedona,2010,217825,Foreign used,C,Petrol,Automatic,white,1707500
Mercedes-Benz,G550,2011,132475,Nigerian used,C,Petrol,Automatic,black,9638750
Audi,Q7,2011,97186,Nigerian used,C,Petrol,Automatic,black,3957500
Ford,Windstar,2003,176974,Foreign used,C,Petrol,Automatic,black,1257500
Toyota,Camry,2011,109181,Nigerian used,D,Petrol,Automatic,red,2495000
Land Rover,Lr4,2010,103699,Nigerian used,E,Petrol,Automatic,white,2832500
Nissan,Xterra,2003,222636,Nigerian used,E,Petrol,Automatic,silver,661250
Honda,Accord,2008,60729,Nigerian used,D,Petrol,Automatic,silver,1497125
Honda,Accord,1997,180438,Nigerian used,D,Petrol,Automatic,green,413750
Volkswagen,Passat,2010,120733,Nigerian used,D,Petrol,Automatic,brown,2270000
Mitsubishi,Pajero,2011,198267,Nigerian used,D,Petrol,Automatic,green,3170000
Suzuki,Sx4,1999,112654,Nigerian used,E,Petrol,Automatic,yellow,807500
Honda,Accord,2008,132175,Nigerian used,E,Petrol,Automatic,grey,1370000
Hyundai,I10,2019,798,New,A,Petrol,Automatic,black,3957500
Toyota,Camry,2002,283012,Nigerian used,C,Petrol,Automatic,gold,1201250
Infiniti,G,2005,89054,Foreign used,D,Petrol,Automatic,black,1707500
Toyota,Corolla,2004,288664,Nigerian used,D,Petrol,Automatic,white,1482500
Toyota,Corolla,2006,151382,Nigerian used,D,Petrol,Automatic,blue,1651250
Ssangyong,Rexton,2006,130715,Nigerian used,D,Petrol,Automatic,blue,582500
Ford,Expedition,2007,168377,Nigerian used,C,Petrol,Automatic,black,1472500
Jeep,Grand Cherokee SRT,2012,29641,Nigerian used,C,Petrol,Automatic,black,8457500
Kia,Rio,2017,14120,Nigerian used,B,Petrol,Automatic,silver,3395000
Toyota,Corolla,2014,174030,Foreign used,D,Petrol,Automatic,black,5420000
Toyota,Corolla,2014,79804,Foreign used,D,Petrol,Automatic,grey,4857500
Toyota,Corolla,2004,140949,Nigerian used,E,Petrol,Automatic,silver,1482500
Land Rover,Lr3,2005,174160,Nigerian used,E,Petrol,Automatic,silver,1707500
Volvo,S60,2002,999999,Nigerian used,C,Petrol,Automatic,green,863750
Mitsubishi,Montero,2002,254406,Nigerian used,D,Petrol,Automatic,silver,863750
Toyota,Camry,2010,10444,Foreign used,C,Petrol,Automatic,grey,3620000
Peugeot,508,2016,37115,Nigerian used,B,Petrol,Automatic,blue,7895000
Volkswagen,Passat,2001,141667,Foreign used,D,Petrol,Manual,silver,1145000
Toyota,Camry,1999,254717,Foreign used,D,Petrol,Automatic,grey,751250
Lexus,Gs 300,2004,296610,Nigerian used,C,Petrol,Automatic,black,1032500
Toyota,Camry,2009,101943,Nigerian used,E,Petrol,Automatic,red,1820000
Mercedes-Benz,R350,2006,124488,Nigerian used,C,Petrol,Automatic,silver,2270000
Volkswagen,Jetta,2010,196302,Nigerian used,D,Petrol,Automatic,black,910000
Mercedes-Benz,C300,2011,182118,Nigerian used,C,Petrol,Automatic,grey,2551250
Toyota,Camry,2002,231684,Nigerian used,D,Petrol,Automatic,silver,1088750
Acura,Tl,2010,64838,Foreign used,C,Petrol,Automatic,black,3395000
Lexus,Is 250,2008,212577,Nigerian used,D,Petrol,Automatic,black,3001250
BMW,X5,2006,109009,Nigerian used,C,Petrol,Automatic,black,2270000
Suzuki,Grand Vitara,2014,0,Nigerian used,E,Petrol,Manual,black,1707500
Suzuki,Swift,2012,0,Nigerian used,E,Petrol,Manual,grey,1145000
Suzuki,Grand Vitara,2014,0,Nigerian used,E,Petrol,Automatic,black,1707500
Chevrolet,Epica,2007,127425,Nigerian used,D,Petrol,Automatic,silver,807500
Saturn,VUE,2007,195778,Nigerian used,D,Petrol,Automatic,brown,1707500
Honda,Accord,1998,0,Nigerian used,D,Petrol,Automatic,black,413750
Toyota,Coaster,2011,0,Nigerian used,E,Petrol,Manual,white,5645000
Suzuki,Grand Vitara,2014,0,Nigerian used,E,Petrol,Manual,silver,13520000
Ford,Taurus,2004,170342,Nigerian used,D,Petrol,Automatic,silver,526250
Infiniti,Qx,1998,243144,Nigerian used,E,Petrol,Automatic,gold,413750
Chrysler,300,2005,252390,Nigerian used,D,Petrol,Automatic,green,751250
Land Rover,Lr3,2006,92619,Nigerian used,D,Petrol,Automatic,silver,1707500
Toyota,Corolla,2004,191516,Nigerian used,D,Petrol,Automatic,red,1370000
Lexus,Es 350,2008,84209,Nigerian used,C,Petrol,Automatic,silver,3395000
Toyota,Camry,2005,158455,Nigerian used,D,Petrol,Automatic,grey,1426250
Honda,Insight,2010,124225,Foreign used,D,Hybrid,Automatic,blue,3170000
Acura,Rl,2002,175382,Nigerian used,D,Petrol,Automatic,black,526250
Mercedes-Benz,C300,2010,97565,Nigerian used,C,Petrol,Automatic,black,3395000
Nissan,Altima,1998,201077,Nigerian used,D,Petrol,Automatic,gold,470000
Mercedes-Benz,C300,2008,97044,Nigerian used,D,Petrol,Automatic,black,2270000
Kia,Sorento,2005,149087,Nigerian used,D,Petrol,Automatic,black,976250
Toyota,Corolla,2006,135532,Nigerian used,D,Petrol,Automatic,black,1763750
Mercedes-Benz,CLA250,2016,34239,Foreign used,C,Petrol,Automatic,silver,9582500
Mercedes-Benz,Gl450,2007,109703,Nigerian used,C,Petrol,Automatic,black,5610000
Acura,Mdx,2006,80118,Nigerian used,C,Petrol,Automatic,gold,1370000
Nissan,Pathfinder,2006,119146,Nigerian used,D,Petrol,Automatic,silver,1370000
Mercedes-Benz,Glk350,2013,34932,Nigerian used,D,Petrol,Automatic,black,6545000
Mercedes-Benz,S430,2000,1,Foreign used,D,Petrol,Automatic,silver,1145000
Ford,Explorer,2018,22877,Nigerian used,B,Petrol,Automatic,blue,14645000
Nissan,Armada,2005,69789,Nigerian used,E,Petrol,Automatic,black,807500
Volkswagen,Golf,2004,190660,Nigerian used,D,Petrol,Automatic,black,1032500
Lexus,Rx,2004,168897,Nigerian used,D,Petrol,Automatic,silver,2157500
